text,gold,pred
#islamophobie. C'est le climat d'intolérance qui pousse les femmes voilées à se réfugier à la maison.,no,YES
Le voile rend sa dignité à la femme.,no,YES
Ce choix m'appartient.,no,YES
"Je suis française, j'aime ma France Liberté Égalité Fraternité, malheureusement il n'y a plus beaucoup de français depuis bien longtemps, ils ont amputé ses valeurs si precieuses.",no,YES
"L'islam existe depuis plus de 1400 ans, et je n'entends cette affirmation que depuis quelques annees, je ne sais pas où j'avais la tete tout ce temps.",no,YES
Ces gens n'ont rien compris au message de l'Islam.,no,YES
Mais notre pays est ici.,no,YES
Étayer votre affirmation.,no,YES
Beaucoup de femmes au foyer non pas le choix.,no,YES
Le mieux est de leur poser la question.,no,YES
10% de la population cest loin detre le grand remplacement.,no,YES
"L islam est une religion, pas une nationalité. On peut etre francais musulman tout comme francais juif ou chretien ou autre.",no,YES
"La soumission ne se détecte pas avec un habit, ce serait si simple de trouver les tortionnaires.",no,YES
L'islam est une religion basée sur la paix.,no,YES
L'incitation à la haine est punie par la loi.,no,YES
"Cela fait 60 ans que vous tenez le même discours,être rien ne a été envahi.",no,YES
Commence par comprendre pourquoi et vous serez plus intelligent.,no,YES
En quoi le voile est lié à cela?,no,YES
Peut être dans d'autres pays mais pas en France.,no,YES
Avez vous des preuves de ce que vous avancez. Qui est donc le leader de cet islam politique?,no,YES
C'est 99% du temps un choix personnel.,no,YES
"L'islam n'est pas une religion barbare. Les musulmans ont régné sur les terres arabes pendant les 14 derniers siècles. Pourtant aujourd'hui, les statistiques nous informent que 14 millions d'Arabes sont des chrétiens coptes (depuis plusieurs générations), témoins que l'Islam n'a pas été répondu par l'épée. Les musulmans ont régné sur l'Inde pendant environ un millénaire. Aujourd'hui, plus de 80 % des Indiens sont non musulmans, témoin que l'Islam n'a pas été imposé par l'épée. Les régions les plus peuplées en musulmans sont la côte est de l'Afrique, l'Indonésie et la Malaisie, alors qu'aucune force armée musulmane n'est allé dans ces régions, qui ont été conquises seulement par l'épée intellectuelle.",no,YES
Les femmes soumisent sont plutôt celles qui se soumettent aux réseaux de prostitutions et qui sont des objets sexuels.,no,YES
"Un terroriste ne peut pas être musulman puisque seul Allah décide seul du terme de toute vie et qu'il condamne tout ""associé"" autoproclamé à l'enfer.",no,YES
"C'est quoi ton numéro, tu as des visions futuristes.",no,YES
Vous parlez sans savoir.,no,YES
Qui est le plus chez soit vous qui rejeter l'autre par peur ou les musulman qui accueil Le seul pays des raciste est leur personne et seulement elle!,no,YES
Mon pays c est le tien.aussi.,no,YES
L'islam condamne la violence.,no,YES
Donc tout les prêtres sont pédophiles et tout les allemands des nazis.,no,YES
"La constitution et les lois garantissent la liberté de manifester sa religion, et par conséquent le port du voile.",no,YES
Non. Pas du tout. La religion doit être decorrélées de la politique.,no,YES
"Si 1 personne sur 7 dans le monde était terroriste, cela fait bien longtemps qu'il n'y aurait plus personne dans ce monde.",no,YES
"Faite un tour à la mosquée, parlez aux fidèles et vous verrez que vous vous faites une mauvaise idees des musulmans.",no,YES
"L'islam n'envahi pas, le prosélytisme est interdit celui qui choisit l'islam c'est par pour conviction.",no,YES
Pense vous que le repli communautaire est la solution à la paix et le vivre ensemble?,no,YES
Faux l'islam est une religion qui acceptent tt les religions et les respectent.,no,YES
"Lorsque vous buvez de l'alcool, cela retourne à votre cerveau.",no,YES
"Islam est compatible sur toute la Terre sauf avec des régimes dictatoriaux, autoritaires injustes, champions de la décadence.ce qui nest pas le cas de la république que je sache.",no,YES
Arrêtez de regarder bfm.,no,YES
L'islamophobie est un délit.,no,YES
"C'est faux. Pour preuve, des femmes d'autres confessions peuvent porter un voile, chez les chretiennes ou les juives par exemple.",no,YES
C'est comme dire tout les prêtres sont pédophiles.,no,YES
L'obligation est d'ordre religieuse mais la femme peut choisir de ne pas le porter: c'est son choix et seul Dieu la jugera.,no,YES
La liberté sa vous parle Peut être pas pour vous.,no,YES
"Les musulmans n'impose pas la sharia, ils applique les lois Européens dans leurs pratique.",no,YES
Change de lunettes.,no,YES
"Elle sont en permanences stigmatisés, voilà pourquoi elles préfèrent rester discretes.",no,YES
C'est ignorer l'apport positif des millions de musulmans.,no,YES
Faux. On ne peut stéréotyper tous le monde dans une même catégorie.,no,YES
La laïcité par définition garantit le droit de pratiquer peu importe la religion.,no,YES
Le voile est une protection pour la femme.,no,YES
"Si c'était vrai, vous ne les rencontreriez pas dans la rue et sur les lieux de travail!",no,YES
Je suis musulman c'est ma religion. Je suis français c'est mon pays 2 choses différentes.,no,YES
"Ahh oui c'est vrai ,les médias essaye tans en que mal à nous exclure de tous les espaces. On est trop visible! Il nous reste la rue et les réseaux sociaux.",no,YES
Dans chaque religion il y a de bon et des mauvais.,no,YES
Une femme voilée est libre du regard malsaint d'un homme.,no,YES
Quand est ce que nous combattrons tes propos ?,no,YES
Les musulmans participent au développement du pays.,no,YES
"Si vous savez ce qui se passe dans la tete d'une femme, c'est peut etre qu'inconsciamment vous vous prenez trop pour mel gibson dans le film ""ce que veulent les femmes"".",no,YES
Les musulman sont des être humains qui croient en dieu.,no,YES
Vous interrogez vous sur le port de la mini-jupe ou du pantalon pour savoir si les femmes qui les portent sont contraintes?,no,YES
Ah bon? C est contraire aux principes des musulmans de profiter d un échec!,no,YES
Le voile est un choix pour la femme et un vêtement de piété qui témoigne de sa dévotion au Seigneur.,no,YES
Les pays occidentaux viennent souvent eux même attiser les haines dans ces pays.,no,YES
"Je vous invite à débrancher votre tv et à vous rendre à une mosquée pour rencontrer,échanger et apprendre.",no,YES
"Regarder autour de vous, et si vous êtes honnête vous verrez que c'est faux.",no,YES
Lequel?,no,YES
"Le vêtement de la femme musulmane doit être ample, tout comme cela de l'homme c'est un signe de pudeur!",no,YES
La pudeur est un signe de vertu chez nous.,no,YES
"Et les chrétiens sont tous des racistes esclavagistes (mais dotés d'une profonde qualité humaine)? Les juifs tous des banquiers malhonnêtes commençant toutes leurs phrases par ""sur ma vie, la vérité""? Les chinois tous des ouvriers sous-payés commençant toutes leur phrases par ""honorable étranger""? Les indiens tous des standardistes se prosternant devant des vaches? Vous vivez dans un monde qui n'existe pas, réveillez-vous.",no,YES
"Il n'y a pas de problème musulman, il n'y a que de problèmes humains, l'islam est une religion de positivité.",no,YES
La vocation de l'islam n'est pas d'obliger qui ce soit à faire quoi ce que ce soit.,no,YES
"C'est évident si elles sont comme vous dites ""soumises"".",no,YES
"Je suis née en France, de parents Français, de grand-parents Français, d'arrière grands-parents Français. Je retourne où? En Gaulle?",no,YES
C'est vous qui bafouez mon droit.,no,YES
"Non, ils'agit d'un choix personnel.",no,YES
Comme l'homme les femmes voilées ne sont soumises qu'à dieu.,no,YES
Voilà le résultat de trop écouter les médias.,no,YES
La musulmanie n'existe pas.,no,YES
La vérité n'a jamais fait peur à l'homme honnête! Mes vous l'êtes peut être pas au fond Ces ce qui expliquerai cette acharnement.,no,YES
C'est vous qui les enfermés en les stigmatisant autant.,no,YES
"Dans ce cas comment expliquez vous qu'il y ait des femmes voilees entrepreuneuses? Vous en connaissez beaucoup des entrepreneurs soumis? Un entrepreneur, par definition, il entreprend.",no,YES
Franchement on a pas à se justifier devant des haineux qui ne veulent pas échanger avec nous.,no,YES
Il n'existe pas de Musulmanie où émigrer.,no,YES
Respect mutuel.,no,YES
Je suis musulmans et français et fière de l êtres.,no,YES
Chaque musulmans a sa place en france tant que celui ci respect le pays ds lequel il vit!,no,YES
Affirmation qui vise à reléguer une catégorie de citoyens de la sphère publique.,no,YES
Deja quelle est la définition de ces mots.,no,YES
1.8 milliards de musulmans dans le monde. Donc 1.8 milliards de terroristes.,no,YES
Les femmes en mini jupe sont soumises et obligée de porter des mini jupe.,no,YES
#islamophobie. La liberté de porter le voile est une liberté fondamentale des droits humains. Il ne va pas à l'encontre de votre liberté.,no,YES
Savez vous au moins ce que cela veux dire.,no,YES
C'est une tentative de manipulation de l'opinion publique.,no,YES
