text,gold,pred
Comment pouvez vous tenir ce genre de propos alors que vous ne connaissez rien de la place de la femme en Islam!,no,NON
"La laïcité, valeur de la république, devrait être là pour garantir les droits des musulmans.",no,NON
Gentils? C'est gentil mais vous savez il y a un peu de tout.,no,NON
Tous les jours l islam vous prouve le contraire.,no,NON
La république par définition garantie la liberté des cultes.,no,NON
Les pays occidentaux ont largement contribué aux guerres.,no,NON
Musulmans convertis vont ou?,no,NON
Drôle de définition d'une agression.,no,NON
"L'islam est venue bien avant l'Europe, donc relié l'islam a l'Europe n'est pas correct.",no,NON
Faite vous la différence entre arabe et musulman?,no,NON
C'est votre problème pas le mien!,no,NON
Pas d'autres iste.,no,NON
Complètement faux.,no,NON
Le musulman est un facilitateur et est une partie de la solution du vivre ensemble.,no,NON
Porter un voile est juste une liberté religieuse.,no,NON
"J'ai un logement et j'habite en France, donc je ne comprends pas de quoi vous parlez ?",no,NON
"Le voile est une dévotion religieuse, comme les prières pour toutes les religions.",no,NON
"De même, votre culotte peut être inconfortable pour les autres.",no,NON
Je ne réponds pas à cette question. Car celui qui la poser chercher à provoquer.,no,NON
Elles sont victimes de discrimination à l'embauche.,no,NON
Les musulmans ont envahi nos pays.,yes,NON
Les femmes voilées sont soumises et obligées de porter le foulard.,yes,NON
Les musulmans ont toujours vécu en paix avec les non musulmans.,no,NON
Est ce que vous avez demandé à toutes les femmes voilées qui les oblige a le porter pour affirmer cela.,no,NON
"L'islamophobie est un délit, punie par la loi, envers les musulmans, ce n'est en aucun cas un devoir.",no,NON
Mensonges.,no,NON
Exclure une partie des citoyens est un moyen de soumettre les citoyens.,no,NON
Les citoyens d'une nation (de quelconque religion) ont vocation à jouir de leurs droits conférés par les impôts collectés.,no,NON
A quand l antivirus des fascistes?,no,NON
Si elles ne travaillent pas c'est peut étre parce que l'état le leur interdit.,no,NON
Votre tutoiement est un manque de respect et une agression verbale contre moi.,no,NON
Ces que vous ne connaisse pas les femmes LOL.,no,NON
Les femmes qui portent le foulard peuvent si elles le souhaitent travailler ou si cela s'avère nécessaire. À partir du moment où ce travaille n'entrave pas les lois du pays .,no,NON
Sortez de votre grotte.,no,NON
Que faites vous de la liberté de conscience? Beaucoup de femmes portent des bérets ou chapeaux pour passer inaperçues tout en préservant leur conscience tranquille; elle est où la démonstration de l'islam politique?,no,NON
Pas du tout c'est du savoir vivre et du respect envers chaque religion.,no,NON
L'impression d'islamisation vient de la sur-médiatisation de l'islam actuellement c'est comme mettre un spot sur l'islam alors que cette religion existe depuis plus de 1500 ans et personne n'en parlait.,no,NON
"Au niveau statistique c'est faux, souhaitez vous les sources?",no,NON
"C'est quoi un voile islamique? Encore une fois, il me faut du contexte! Islam politique? C'est à dire ?",no,NON
Il n'y a que l'islam qui accepte et tolère les autres religions.,no,NON
"Si c'était le cas, il serait uniforme. Or toutes formes et couleurs sont présentes.",no,NON
Cela traduit peut être une discrimination à l'embauche.,no,NON
L'islam déteste les chrétiens et les juifs.,yes,NON
Il existe un pays de musulman? Soit je suis nul en géographie soit y a un problème avec votre phrase d inculte.,no,NON
"Beaucoup travaillent,mais vous le niez.",no,NON
Le travail se mérite.,no,NON
Et l'inverse?car je regarde un livre d'histoire de 3ème. Et c'est gênant pour vous.,no,NON
Lislamophobie est une forme de racisme deconplexee envers l'islam!,no,NON
L'islam est une religion non raciste ou toute personne est respectée quelque soit son origine et sa religion.,no,NON
Un foulard bout de tissu qui couvre la tête non nocif non explosif.,no,NON
"Une telle réflexion mérite le prix Nobel! Sérieusement, vous mettez en grave danger votre crédibilité intellectuelle.",no,NON
Ce discours pourrait également être perçu comme une sorte d'attaque contre l'intelligence et l'ouverture.,no,NON
L'islam est une religion de tolérance.,no,NON
Beaucoup d'actions de solidarité sont menés par des musulmans.,no,NON
Les actes antisémites connus dans l'histoire ont été commis par des européens non musulmans.,no,NON
Discours de haine et de jugement non fondé!,no,NON
"Il y a confusion. La laïcité veut dire que l'état n'a pas de religion officielle, mais les citoyens ont choix de religion et de la manifester; l'état est garant de ces libertés. Donc le port du voile est une liberté pleinement garanti par la loi.",no,NON
C'est un mensonge.,no,NON
La laïcité le permet.,no,NON
Des qu'une femme s'exprime bien en public ça pose problème.,no,NON
"Les pauvres, voilà ce qui arrive après tant d années de colonisation, l'élève a dépassé le maître!",no,NON
La liberté d'expression est défini par la lois Française.,no,NON
"Est ce que je vous interpelle sur votre propre habillement, votre maquillage ou votre parfum?",no,NON
La différence n'es pas une mauvaise chose.,no,NON
"Il y aura ""le problème musulman"" tant que les média parlent des musulmans sans leur donner la parole.",no,NON
Je suis certainement plus patriote que vous.,no,NON
"L'islam est majoritaire à Mayotte, très présent à la Réunion. Les habitants s'en portent ils mal pour autant?",no,NON
"En Europe, il n'y a qu'en France qu'on cherche noise aux femmes portant un foulard à l'université, au travail ou dans l'espace public.",no,NON
"Si cela serait le cas alors aucun chrétien, juif ou païen n'aurait pu vivre en terre musulmane du temps du Prophète ou après.",no,NON
Tu n as nul besoin d adherer a mes convictions.,no,NON
Si un voile a cet effet sur toi comment supportes tu de te balader en ville avec autant de melting pot?,no,NON
Les musulmans sont antisémites.,yes,NON
"Vous avez oublié : anthropophages, satanistes, crypto-anarchistes, bolchéviques, arabo-maçons (et oui, vous n'en avez jamais entendu parler, c'est un complot!), antisémites, assassins. Soyons précis s'il vous plait!",no,NON
Vous souhaitez attiser la peur afin d'engendrer la haine.,no,NON
Plus facile pour attaquer ce choix.,no,NON
Et le voile protestant?,no,NON
Vous pouvez nous traite de tout les noms mes la seul vérités est que le racisme ne mène nul'part.,no,NON
L'islam est une religion de tolérance et de lumière. L'apport des savants musulmans au bien être de l'humanité est connu. N'importe quel obscurantisme est étranger au courant.,no,NON
La femme voilée est libre de disposer de son corps comme elle l'entend.,no,NON
Les saoudiens sont des exceptions puisqu'on à rien à redire quand il s'agit de commercer avec eux.,no,NON
Les musulmans dans leurs majorités respectent les lois de la république.,no,NON
Les musulmans sont en grande majorité intégré.,no,NON
"Ignorance de la religion musulmane, l'islam est une religion de paix.",no,NON
Quel est le pays des musulmans? La musulmanie?,no,NON
On ne comprend rien à vos amalgames.,no,NON
L'islam est paix amour tolérance respect.,no,NON
L'islam est une religion de tolérance et de paix.,no,NON
On ne peut pas faire confiance aux musulmans c'est tous des escrocs.,yes,NON
L'islam est une religion de paix n'en déplaise aux terroristes.,no,NON
Avez vous des preuves de ce que vous avancez?,no,NON
Le Coran honore certaines femmes telles que Marie (mère de Jésus) et la femme de Pharaon.,no,NON
C'est la phrase intelligente du jour! Soyons sérieux.,no,NON
Le terrorisme est une méthode contraire au dogme musulman.,no,NON
"Avez vous le droit de traiter de terroriste tous les musulmans de votre entourage? Vos collègues au travail, vos camarades de classe, votre voisin?",no,NON
"Pas d'autre mots en iste. Biologiste, chimiste, c'est bien pour faire des bombes.",no,NON
Pour certaines c'est vrai mais pas pour toutes. Une idée lumineuse : Demandez leur?,no,NON
Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,yes,NON
Même raccourci que vont les terroristes.,no,NON
La soumission de la femme est ces propos tenu par des incultes.,no,NON
"Comme toutes les religions, l'Islam est universel et n'a pas un pays spécifique.",no,NON
Moi je suis musulman et je t'aime ;-),no,NON
L'autorité parentale en France existe.,no,NON
"""l'islamophobie"" c'est les musulmans qui veulent empêcher le blasphème.",yes,NON
"Si vous avez des exemples auprès de votre entourage pour laquelle la personne a été obligée, conseillez à cette personne qu'elle peut porter plainte.",no,NON
La vie des citoyennes musulmanes ne doit pas être prise en otage sous pretexte de faire émerger un concept idéologique.,no,NON
Les musulmans ne sont pas antisémites.,no,NON
"Elles ont été confinées par le gouvernement, bravo la liberté de la femme.",no,NON
"Euh, comment vous expliquer? Dans votre injonction il y a un mélange entre le concept de nationalité et le concept de religion. L'islam est ma religion et la France est mon Pays. #dealwithit.",no,NON
Les choix personnels des autres ne doivent pas devenir votre problème personnel.,no,NON
Les terroristes ont tous fait de la prison.,no,NON
Personne n'est capable de sonder le coeur d'autrui. Je suppose que personne ne vous accuse d'etre un agent secret americain à cause de la casquette nike que vous portez?,no,NON
En France oui a cause du racisme.,no,NON
Les femmes sont libres de porter ce qu'elles veulent.,no,NON
Ils ont perdus la tete.,no,NON
Quitter la france serait une defaite.,no,NON
"L'histoire prouve que cela est faux: les musulmans ont conclu des pactes garantissant la coexistence pacifique (Constitution de Médine, etc.)",no,NON
"Y en a par dessus la tête des excuses qui vous permettent d'écraser ceux qui ne pensent pas comme vous, on est dans un pays de liberté, pourquoi priver les femmes musulmanes de leur liberté? C'est tout simplement du racisme.",no,NON
Merci de garder vos propos racistes pour vous.,no,NON
Nous éduquons nos enfants pour qu'ils jeunent progressivement mais jamais forcer.,no,NON
"Vos propos sont une incitation à la haine , ceci est puni par la loi.",no,NON
Vous arrivez a vous sentir agressé par un bout de tissu? C est mon voile et il est sur ma tête vous êtes libre de passer votre chemin.,no,NON
Que penses tu de la kippa ou du turban sik ou le boubou africain.,no,NON
"Il y a une raison religieuse derrière cela. En outre, les médecins empêchent les personnes qui vont subir une intervention chirurgicale de manger aussi.",no,NON
"Pendant la période Nazie, les musulmans ont volontairement protégés les juifs.",no,NON
Toutes les femmes que je connais portant le voile font leur vie sans rien demander à personne.,no,NON
"Il n'y a pas de problème musulman en France, il y a de plus en plus un problème avec la visibilité des musulmans.",no,NON
Notre pays nous permet de vivre notre religion.,no,NON
Ah oui? Pardonnez moi mais en quoi il vous a agressé? Je vais de ce pas le remettre à la police et je me porte TELINDUS avec vous contre lui!,no,NON
La liberté de manifester sa religion est une liberté fondamentale garantie par la loi et ne doit pas donner lieu à une discrimination.,no,NON
Les chrétiens sont tous des terroristes intégristes à la solde de l'ira.,no,NON
Tes propos sont une agression pour moi.,no,NON
"Le voile n'est pas un signe de soumission à l'homme, c'est un libre choix.",no,NON
Et le voile catholique?,no,NON
Vous n'avez aucune preuve de ce que vous affirmez.,no,NON
C'est une religion qui sait s'adapter à son temps.,no,NON
Les préjugés menent à la haine.,no,NON
Agression verbale.,no,NON
Que veut dire islam politique deja.,no,NON
C'est faux je ne vous déteste pas.,no,NON
L'âge de l'or de l islam a existé.,no,NON
Et tu penses qu'en les obligeant à la retirer tu leurs donnent plus de libertés?,no,NON
Démonstration politique pour ceux qui se sentent agressés par ce bout de tissu sur la tête.,no,NON
Ou avez vous lu cela?,no,NON
Non je peu pas car je suis un bounti arabe a l'extérieur et française a l'interieur.,no,NON
Qu'est ce que c est?,no,NON
Une minorité déviante ne représente pas l'ensemble des croyants musulmans.,no,NON
Un musulman n'a pas de pays attitré! Un français de souche ayant une autre religion peut s'il le souhaite se convertir à l'Islam : dans ce cas il ira ou ?,no,NON
N'importe quoi.,no,NON
"Cela sous entend un réseau organisé avec une organisation politique voire commerciale or l'islam est une religion, personne ne peur être forcé d'y adhérer.",no,NON
"Aimer son prochain est une des devises de l'islam, surtout les etrangers.",no,NON
"L'islam prône le respect de la création de Dieu, c'est à dire toute l'humanité.",no,NON
Vous devriez chercher plus sur la religion musulmane.,no,NON
Fixez vous d'autres obsessions.,no,NON
Oui car nos lunettes (médias) son salle.,no,NON
C'est un choix pour garder son intimité sa pudeur.,no,NON
Le vrai problème est que vous passiez votre temps à nous hahir.,no,NON
Islamophobie deconplexee.,no,NON
Le terme islamisme a été inventé lors de la colonisation pour designer ceux qui étaient contre les colons et leur politique dinhibation de l'islam notamment au maghreb.,no,NON
"Oui. Fondamentalistes,islamistes,salafistes. Avec la vrais définitions de ses mots Terroristes et musulmans son des contraires lisé le coran, vous comprendrez.",no,NON
"Les musulmans ont régné sur les terres arabes pendant les 14 derniers siècles. Pourtant aujourd'hui, les statistiques nous informent que 14 millions d'Arabes sont des chrétiens coptes (depuis plusieurs générations), témoins que l'Islam n'a pas été répondu par l'épée. Les musulmans ont régné sur l'Inde pendant environ un millénaire. Aujourd'hui, plus de 80 % des Indiens sont non musulmans, témoin que l'Islam n'a pas été imposé par l'épée. Les régions les plus peuplées en musulmans sont la côte est de l'Afrique, l'Indonésie et la Malaisie, alors qu'aucune force armée musulmane n'est allé dans ces régions, qui ont été conquises seulement par l'épée intellectuelle.",no,NON
Il va falloir ouvrir un coran avant de parler au nom de l islam et surtout revoir vos cours d histoire.,no,NON
"A définir concrètement ou ils pourraient rentrer, et pour suivre la thèse comment faire avec ceux qui n'ont pas de liens familiaux avec les pays dits d'origine, et avec les reconvertis.",no,NON
L'inculte qui a écrit ce msg émet des raccourcis vide de sens en recuisant la femme a un objet qu'elle absurdité!,no,NON
Ignorance totale de notre religion.,no,NON
"Vue le nombre de musulman dans le monde le monde j,espère que non.",no,NON
Je ne connais pas la définition d'islam politique et je porte le foulard.,no,NON
"Affirmation tres recherchée, tu peux mieux faire.",no,NON
"Alors, quel est votre point? L'Islam est une religion politique, le voile ne le rend pas violent ou haineux.",no,NON
"Les musulmans sont embauché par des employeur, comment peuvent ils le volé ?",no,NON
Pourquoi quand il s'agit d'un voile musulman cela choqué alors que ce voile existe chez les autres religions?,no,NON
La croix un christianisme politique.,no,NON
Faux on essaie de leurs barré la route au travail parceque on a choisie de lettre une loi interdisant le sous disant les signes ostentatoires.,no,NON
"Les Musulman(e)s sont soumis a une religion, comme une personne peut l'être dans sa vie de tout les jours a ça démocratie ou autre.",no,NON
Les Chrétiens sont présent partout dans le monde et personne ne se pose de questions.,no,NON
"Par manque de solution, les politiciens se focalisent sur les musulmans.",no,NON
Apportez vos preuves.,no,NON
"Votre façon de voire les choses est le seul et unique modèle à suivre, vous ne pouvez vivre en société libre et démocratique.",no,NON
Si c'est être intolérant alors oui.,no,NON
"Vous ne sauriez même pas définir clairement, sans réfléchir, un seul de ces termes.",no,NON
La laïcité est une religion le saviez-vous Alors renseignez-vous avant de dire des âneries.,no,NON
Islam politique? Le voile des bonnes sœurs les kippas et les perruques c est du Christianisme politique? Ou du judaïsme politique? Bizarrement on se pose pas la question.,no,NON
L'islam est une religion et les citoyens musulmans avant tout des citoyens français.,no,NON
Vous êtes pessimISTE.,no,NON
Le port du voile est un choix pour la majorité des femmes.,no,NON
"En fait, il est obligatoire pour prier, car devant Dieu, il faut être couvert.",no,NON
Une femme voilée reflète la pudeur et cela lui donne de la valeur.,no,NON
Quel parti?,no,NON
D'autres personnes peuvent aussi se sentir agressées par vos paroles.,no,NON
Les musulmans empêchent les gens de manger pendant le ramadan.,yes,NON
Ça représente rien.,no,NON
Le voile islamique est l'expression de la pudeur.,no,NON
Je ne vous ai pas forcé en quoi que ce soi et encore moins à m adresser la parole passez votre chemin au lieu d agresser les gens.,no,NON
"Le terrorisme a toujours existé et il est l'oeuvre des terroristes, le relier aux musulmans démontre la volonté de stigmatiser cette communauté et la rendre responsable de tout les maux.",no,NON
Je suis née en france donc j'y suis déjà.,no,NON
Ok si tu le dis.,no,NON
L'islam compte certes beaucoup de fidèle mais là vous exagéré quelque peu.,no,NON
Les musulmans ne sont pas faibles d'esprit.,no,NON
Vous avez peur de ce que vous ne connaissez pas.,no,NON
L'islam veut dire Paix.,no,NON
L'ignorance mène à la haine.,no,NON
Pourquoi serais je ici alors?,no,NON
"Beaucoup ont du mal a trouver du travail, justement a cause de leurs voiles.",no,NON
"Faux, essayer de côtoyer des musulmans et vous verrez.",no,NON
Les cathédrales aussi pourtant elles fascinent.,no,NON
Le voile n'est que la démonstration d'une personne désirant plaire à Dieu.,no,NON
Islam est par définition la valeur universelle.,no,NON
"Je me permet de vous renvoyez à l'histoire de Philippe Grenier, député du Doubs au 19ème siècle.",no,NON
Vous n'acc Pas la différence.,no,NON
"Ne pensez vous pas que, peut etre, il est possible qu'elle porte le voile parce qu'elle le souhaite?",no,NON
"Qui dites terrorisme dit ""qui sème la terreur"". Les millions de musulmans en France ont ils mis à feu et à ce sang notre pays?",no,NON
L islam politique en France est pour moi une pure invention. Les musulmans n ont jamais clamé leur singualarité et sont partie intégrantes du paysage Francais.,no,NON
Ce n'est pas une déclaration factuelle.,no,NON
Je suis née en France à ton avis ds quel pays dois je aller?,no,NON
"Vous voulez dire, cette République fondée autour d'une déclaration qui garantit la liberté de culte à tout le monde ?",no,NON
"Le voile n'est pas la démonstration de quoi que ce soit, une foi ne peut se démontrer, elle se ressent.",no,NON
"C'est faux. En revanche, peut-on blâmer une personne de détester quelqu'un qui fait preuve de haine à son égard, sans autre cause que son appartenance à une religion?",no,NON
Donc vous partez du postulat qu'ils viennent tous d'un seul pays.,no,NON
"Origine ethnique et appartenance religieuse ne sont pas superposables, un même pays pouvant compter des personnes d'obédiences différentes. C'est aussi ce qui fait la richesse de notre douce France.",no,NON
Que veut dire islamisation?,no,NON
Votre commentaire en revanche est agressif car il place votre bien être au-delà de ma liberté sans aucune justification.,no,NON
"L'histoire montre que c'est l'état qui a ramené beaucoup de travailleurs étranger et de toutes confessions, il faut savoir accepter son héritage.",no,NON
Allah impose à chacun d'aimer son prochain.,no,NON
L'islam n'a qpprends le respect et interdit la violence.,no,NON
#islamophobie. C'est le climat d'intolérance qui pousse les femmes voilées à se réfugier à la maison.,no,NON
Le voile rend sa dignité à la femme.,no,NON
Ce choix m'appartient.,no,NON
"Je suis française, j'aime ma France Liberté Égalité Fraternité, malheureusement il n'y a plus beaucoup de français depuis bien longtemps, ils ont amputé ses valeurs si precieuses.",no,NON
"L'islam existe depuis plus de 1400 ans, et je n'entends cette affirmation que depuis quelques annees, je ne sais pas où j'avais la tete tout ce temps.",no,NON
Ces gens n'ont rien compris au message de l'Islam.,no,NON
Mais notre pays est ici.,no,NON
Étayer votre affirmation.,no,NON
Beaucoup de femmes au foyer non pas le choix.,no,NON
Le mieux est de leur poser la question.,no,NON
10% de la population cest loin detre le grand remplacement.,no,NON
"L islam est une religion, pas une nationalité. On peut etre francais musulman tout comme francais juif ou chretien ou autre.",no,NON
"La soumission ne se détecte pas avec un habit, ce serait si simple de trouver les tortionnaires.",no,NON
L'islam est une religion basée sur la paix.,no,NON
L'incitation à la haine est punie par la loi.,no,NON
"Cela fait 60 ans que vous tenez le même discours,être rien ne a été envahi.",no,NON
Commence par comprendre pourquoi et vous serez plus intelligent.,no,NON
En quoi le voile est lié à cela?,no,NON
Peut être dans d'autres pays mais pas en France.,no,NON
Avez vous des preuves de ce que vous avancez. Qui est donc le leader de cet islam politique?,no,NON
C'est 99% du temps un choix personnel.,no,NON
"L'islam n'est pas une religion barbare. Les musulmans ont régné sur les terres arabes pendant les 14 derniers siècles. Pourtant aujourd'hui, les statistiques nous informent que 14 millions d'Arabes sont des chrétiens coptes (depuis plusieurs générations), témoins que l'Islam n'a pas été répondu par l'épée. Les musulmans ont régné sur l'Inde pendant environ un millénaire. Aujourd'hui, plus de 80 % des Indiens sont non musulmans, témoin que l'Islam n'a pas été imposé par l'épée. Les régions les plus peuplées en musulmans sont la côte est de l'Afrique, l'Indonésie et la Malaisie, alors qu'aucune force armée musulmane n'est allé dans ces régions, qui ont été conquises seulement par l'épée intellectuelle.",no,NON
Les femmes soumisent sont plutôt celles qui se soumettent aux réseaux de prostitutions et qui sont des objets sexuels.,no,NON
"Un terroriste ne peut pas être musulman puisque seul Allah décide seul du terme de toute vie et qu'il condamne tout ""associé"" autoproclamé à l'enfer.",no,NON
"C'est quoi ton numéro, tu as des visions futuristes.",no,NON
Vous parlez sans savoir.,no,NON
Qui est le plus chez soit vous qui rejeter l'autre par peur ou les musulman qui accueil Le seul pays des raciste est leur personne et seulement elle!,no,NON
Mon pays c est le tien.aussi.,no,NON
L'islam condamne la violence.,no,NON
Donc tout les prêtres sont pédophiles et tout les allemands des nazis.,no,NON
"La constitution et les lois garantissent la liberté de manifester sa religion, et par conséquent le port du voile.",no,NON
Non. Pas du tout. La religion doit être decorrélées de la politique.,no,NON
"Si 1 personne sur 7 dans le monde était terroriste, cela fait bien longtemps qu'il n'y aurait plus personne dans ce monde.",no,NON
"Faite un tour à la mosquée, parlez aux fidèles et vous verrez que vous vous faites une mauvaise idees des musulmans.",no,NON
"L'islam n'envahi pas, le prosélytisme est interdit celui qui choisit l'islam c'est par pour conviction.",no,NON
Pense vous que le repli communautaire est la solution à la paix et le vivre ensemble?,no,NON
Faux l'islam est une religion qui acceptent tt les religions et les respectent.,no,NON
"Lorsque vous buvez de l'alcool, cela retourne à votre cerveau.",no,NON
"Islam est compatible sur toute la Terre sauf avec des régimes dictatoriaux, autoritaires injustes, champions de la décadence.ce qui nest pas le cas de la république que je sache.",no,NON
Arrêtez de regarder bfm.,no,NON
L'islamophobie est un délit.,no,NON
"C'est faux. Pour preuve, des femmes d'autres confessions peuvent porter un voile, chez les chretiennes ou les juives par exemple.",no,NON
C'est comme dire tout les prêtres sont pédophiles.,no,NON
L'obligation est d'ordre religieuse mais la femme peut choisir de ne pas le porter: c'est son choix et seul Dieu la jugera.,no,NON
La liberté sa vous parle Peut être pas pour vous.,no,NON
"Les musulmans n'impose pas la sharia, ils applique les lois Européens dans leurs pratique.",no,NON
Change de lunettes.,no,NON
"Elle sont en permanences stigmatisés, voilà pourquoi elles préfèrent rester discretes.",no,NON
C'est ignorer l'apport positif des millions de musulmans.,no,NON
Faux. On ne peut stéréotyper tous le monde dans une même catégorie.,no,NON
La laïcité par définition garantit le droit de pratiquer peu importe la religion.,no,NON
Le voile est une protection pour la femme.,no,NON
"Si c'était vrai, vous ne les rencontreriez pas dans la rue et sur les lieux de travail!",no,NON
Je suis musulman c'est ma religion. Je suis français c'est mon pays 2 choses différentes.,no,NON
"Ahh oui c'est vrai ,les médias essaye tans en que mal à nous exclure de tous les espaces. On est trop visible! Il nous reste la rue et les réseaux sociaux.",no,NON
Dans chaque religion il y a de bon et des mauvais.,no,NON
Une femme voilée est libre du regard malsaint d'un homme.,no,NON
Quand est ce que nous combattrons tes propos ?,no,NON
Les musulmans participent au développement du pays.,no,NON
"Si vous savez ce qui se passe dans la tete d'une femme, c'est peut etre qu'inconsciamment vous vous prenez trop pour mel gibson dans le film ""ce que veulent les femmes"".",no,NON
Les musulman sont des être humains qui croient en dieu.,no,NON
Vous interrogez vous sur le port de la mini-jupe ou du pantalon pour savoir si les femmes qui les portent sont contraintes?,no,NON
Ah bon? C est contraire aux principes des musulmans de profiter d un échec!,no,NON
Le voile est un choix pour la femme et un vêtement de piété qui témoigne de sa dévotion au Seigneur.,no,NON
Les pays occidentaux viennent souvent eux même attiser les haines dans ces pays.,no,NON
"Je vous invite à débrancher votre tv et à vous rendre à une mosquée pour rencontrer,échanger et apprendre.",no,NON
"Regarder autour de vous, et si vous êtes honnête vous verrez que c'est faux.",no,NON
Lequel?,no,NON
"Le vêtement de la femme musulmane doit être ample, tout comme cela de l'homme c'est un signe de pudeur!",no,NON
La pudeur est un signe de vertu chez nous.,no,NON
"Et les chrétiens sont tous des racistes esclavagistes (mais dotés d'une profonde qualité humaine)? Les juifs tous des banquiers malhonnêtes commençant toutes leurs phrases par ""sur ma vie, la vérité""? Les chinois tous des ouvriers sous-payés commençant toutes leur phrases par ""honorable étranger""? Les indiens tous des standardistes se prosternant devant des vaches? Vous vivez dans un monde qui n'existe pas, réveillez-vous.",no,NON
"Il n'y a pas de problème musulman, il n'y a que de problèmes humains, l'islam est une religion de positivité.",no,NON
La vocation de l'islam n'est pas d'obliger qui ce soit à faire quoi ce que ce soit.,no,NON
"C'est évident si elles sont comme vous dites ""soumises"".",no,NON
"Je suis née en France, de parents Français, de grand-parents Français, d'arrière grands-parents Français. Je retourne où? En Gaulle?",no,NON
C'est vous qui bafouez mon droit.,no,NON
"Non, ils'agit d'un choix personnel.",no,NON
Comme l'homme les femmes voilées ne sont soumises qu'à dieu.,no,NON
Voilà le résultat de trop écouter les médias.,no,NON
La musulmanie n'existe pas.,no,NON
La vérité n'a jamais fait peur à l'homme honnête! Mes vous l'êtes peut être pas au fond Ces ce qui expliquerai cette acharnement.,no,NON
C'est vous qui les enfermés en les stigmatisant autant.,no,NON
"Dans ce cas comment expliquez vous qu'il y ait des femmes voilees entrepreuneuses? Vous en connaissez beaucoup des entrepreneurs soumis? Un entrepreneur, par definition, il entreprend.",no,NON
Franchement on a pas à se justifier devant des haineux qui ne veulent pas échanger avec nous.,no,NON
Il n'existe pas de Musulmanie où émigrer.,no,NON
Respect mutuel.,no,NON
Je suis musulmans et français et fière de l êtres.,no,NON
Chaque musulmans a sa place en france tant que celui ci respect le pays ds lequel il vit!,no,NON
Affirmation qui vise à reléguer une catégorie de citoyens de la sphère publique.,no,NON
Deja quelle est la définition de ces mots.,no,NON
1.8 milliards de musulmans dans le monde. Donc 1.8 milliards de terroristes.,no,NON
Les femmes en mini jupe sont soumises et obligée de porter des mini jupe.,no,NON
#islamophobie. La liberté de porter le voile est une liberté fondamentale des droits humains. Il ne va pas à l'encontre de votre liberté.,no,NON
Savez vous au moins ce que cela veux dire.,no,NON
C'est une tentative de manipulation de l'opinion publique.,no,NON
