gold,toxicity,text,pred
Sexiste,0.85850734,"Devine où on devrait te le foutre le pétard, grosse conne gauchiasse !!!... https://twitter.com/Tancrede_Crptrs/status/988020637682864128,Visage boudant",NON
Sexiste,0.85850734,"Ferme ta gueule connasse, toujours les mêmes qui l’ouvrent pour dire de la merde https://twitter.com/sarah_mkl/status/991050846489149440",NON
Sexiste,0.85850734,ptn les meufs niaise et conne vous cassez les couilles,NON
Sexiste,0.8540474,LA CONNE DE L ANNÉE HONTE AU GROS THON DE VALERIE DAMIDOT DE M6 LA SOIS DISANT DÉCORATRICE QUI SACCAGE TOUT TELLEMENT QUE C EST MOCHE .... ELLE APPELLE PRESQUE A FAIRE SAUTER LES JEUNES IDENTITAIRES SOUS UNE AVALANCHE CONNASSE,NON
Sexiste,0.85333383,Dolores Ombrage plus grosse connasse de l'univers,NON
Sexiste,0.85333383,Marwa loud c une pute vraiment je pensais pas que c’etait une aussi grosse salope ! #SoutienAlartiste,NON
Sexiste,0.85333383,Whouaii whouaii whouaii mais c’est sérieux là ? Petite salope avec ces « fallait pas tout donné.. » c’est sûr que @TheRealLartiste il aurait dû rien te donné salle pute ! Grosse vache que t’est ! #soutienalartiste,NON
Sexiste,0.85173553,trop bonne trop conne eh ftg t'es même pas bonne t juste conne,NON
Sexiste,0.85173553,Kany West il est comme sa femme c'est a dire une grosse pute,NON
Sexiste,0.8460273,dans hogwarts mystery cette merula jvais la défoncer c’est vraiment une connasse,NON
Sexiste,0.8403191,Ya des meufs vous êtes de sacrées salope,NON
Sexiste,0.83334327,Mais elle va pas la fermer sa gueule cette connasse #BienvenueALHotel,NON
Sexiste,0.83334327,"1 femme voilée voulait laisser sa place ds ltram à 2 vieilles et yen a 1 qui lenvoie chier pcq elle est voilée, sale pute reste debout alors",NON
Sexiste,0.83334327,t’es juste une connasse hypocrite remplie d’ondes négatives malsaines et je veux plus jamais que tu m’approches et me dises un seul mot,OUI
Sexiste,0.83334327,#TPMP DUR pr TEX pr une blague à 2 balles.. Hiper connue STOP toutes ces féministe de Merde.. Arretés bde de Connes .. Merde à toutes ces connes à pleurer sur Balance ton Porc. Et prêtes à tout pr Réussir. pic.twitter.com/ylpnXTamiJ,OUI
Sexiste,0.8299589,À la meuf qui était sur son téléphone pendant l’épreuve d’orthographe: grosse salope meurs en enfer tu mérites pas d’être ortho,NON
Sexiste,0.8299589,ptin 2000rt pour ce genre de réflexion débile de mal baisée chu décontenancé.. connasse va https://twitter.com/pinkishpaws/status/989106843795509250,NON
Sexiste,0.8299589,Ta futur femme est la salope d’un autre,NON
Sexiste,0.8252207,Putain les meufs qui drague des mecs en couple vous êtes vrmt des putes,NON
Sexiste,0.8252207,Ma soumise @IsanaSalope est prête pour aller se faire défoncer ! Elle va aller jouer la fille aux gros seins très conne avec son débardeur très moulant et son minishort nje veux quelle laisse couler le sperme qu'elle aura prise en faciale sur son débardeur !,NON
Sexiste,0.8252207,Quand vous conduirez aussi bien qu'un homme on vous prendra au sérieux bande de grosses putes,NON
Sexiste,0.8252207,"Aquarelle depuis qu'il a montré des screens de Jeremstar le pédophile, il se prend pour un justicier alors que c'est un fils de pute",NON
Sexiste,0.82048255,Je savais mm pas Que c'était sa femme cette salope,NON
Sexiste,0.82048255,"C'est la journée de la femme, c'est le jour où on fait tout ce qu'on veut. Ah ouais, t'attends le 8 mars pour ça toi, connasse.",NON
Sexiste,0.8115627,"Mais il te manque des cases toi ma parole. Y’a bien des normes. On avorte quand le FOETUS est au stade DEMBRYON. C’est donc pas un Bebe, il n’est pas formé il n’y a pas de vie en lui. On garde pas un enfant qu’on ne peut pas garder. Grosse conne.",NON
Sexiste,0.7998551,Manon c’est vraiment une connasse. #LPBM,NON
Sexiste,0.7998551,Depuis taleur je vois des petites crasseuses parler du son de l’ex femme à lacrim.. le même genre de meuf qui mettais en bannière lacrim a chaque sorti de ces sons bande de sombre pute au trou de fesse écarté.,NON
Sexiste,0.78711975,"Mais cette petite dinde gâtée est tellement conne qu'elle ne se rend pas compte que son acte va alimenter à 100 % la haine antisémite et la haine d'Israël, bref tes potes, quoi ! #Bouffon 💩 https://twitter.com/Graff64505347/status/987808344374239232,Tas de merde,Tas de merde",NON
Sexiste,0.78711975,"Vous vous dites femmes vous savez même pas faites des pâtes 🍝 bande de connasse,Spaghetti",NON
Sexiste,0.78207105,"Ce femme est une salope, force à toi https://twitter.com/chubbbyun/status/991069078184972290",OUI
Sexiste,0.78207105,02 Nique Ce Putain De Pays 04 02 Nique Les Dames Vertes 04 02 Nique Catherine Deneuve 04,NON
Sexiste,0.78207105,nikita von james est une sulfureuse et #salope femme pic.twitter.com/etVHpORWoo,NON
Sexiste,0.7761081,"En attendant j'ai des sources pendant que tu ne fait que debiter un tas de merde infame, un melange de feminisme hysterique et de declaration de racisme sans fondement sortant juste de ton cerveaux malade",NON
Sexiste,0.7761081,Que dieu m'eloigne de ce genre femme avec ce genre de reaction pr quelque chose de complément futile et sans importance. Sacrée salope. https://twitter.com/liacnh/status/880249481622695936,NON
Sexiste,0.7675452,Quelle grosse salope Lil Pump mdrrr,NON
