text,gold,pred
Les femmes qui portent le foulard peuvent si elles le souhaitent travailler ou si cela s'avère nécessaire. À partir du moment où ce travaille n'entrave pas les lois du pays .,no,OUI
Sortez de votre grotte.,no,OUI
Que faites vous de la liberté de conscience? Beaucoup de femmes portent des bérets ou chapeaux pour passer inaperçues tout en préservant leur conscience tranquille; elle est où la démonstration de l'islam politique?,no,OUI
Pas du tout c'est du savoir vivre et du respect envers chaque religion.,no,OUI
L'impression d'islamisation vient de la sur-médiatisation de l'islam actuellement c'est comme mettre un spot sur l'islam alors que cette religion existe depuis plus de 1500 ans et personne n'en parlait.,no,OUI
"Au niveau statistique c'est faux, souhaitez vous les sources?",no,OUI
"C'est quoi un voile islamique? Encore une fois, il me faut du contexte! Islam politique? C'est à dire ?",no,OUI
Il n'y a que l'islam qui accepte et tolère les autres religions.,no,OUI
"Si c'était le cas, il serait uniforme. Or toutes formes et couleurs sont présentes.",no,OUI
Cela traduit peut être une discrimination à l'embauche.,no,OUI
L'islam déteste les chrétiens et les juifs.,yes,OUI
Il existe un pays de musulman? Soit je suis nul en géographie soit y a un problème avec votre phrase d inculte.,no,OUI
"Beaucoup travaillent,mais vous le niez.",no,OUI
Le travail se mérite.,no,OUI
Et l'inverse?car je regarde un livre d'histoire de 3ème. Et c'est gênant pour vous.,no,OUI
Lislamophobie est une forme de racisme deconplexee envers l'islam!,no,OUI
L'islam est une religion non raciste ou toute personne est respectée quelque soit son origine et sa religion.,no,OUI
Un foulard bout de tissu qui couvre la tête non nocif non explosif.,no,OUI
"Une telle réflexion mérite le prix Nobel! Sérieusement, vous mettez en grave danger votre crédibilité intellectuelle.",no,OUI
Ce discours pourrait également être perçu comme une sorte d'attaque contre l'intelligence et l'ouverture.,no,OUI
L'islam est une religion de tolérance.,no,OUI
Beaucoup d'actions de solidarité sont menés par des musulmans.,no,OUI
Les actes antisémites connus dans l'histoire ont été commis par des européens non musulmans.,no,OUI
Discours de haine et de jugement non fondé!,no,OUI
"Il y a confusion. La laïcité veut dire que l'état n'a pas de religion officielle, mais les citoyens ont choix de religion et de la manifester; l'état est garant de ces libertés. Donc le port du voile est une liberté pleinement garanti par la loi.",no,OUI
C'est un mensonge.,no,OUI
La laïcité le permet.,no,OUI
Des qu'une femme s'exprime bien en public ça pose problème.,no,OUI
"Les pauvres, voilà ce qui arrive après tant d années de colonisation, l'élève a dépassé le maître!",no,OUI
La liberté d'expression est défini par la lois Française.,no,OUI
"Est ce que je vous interpelle sur votre propre habillement, votre maquillage ou votre parfum?",no,OUI
La différence n'es pas une mauvaise chose.,no,OUI
"Il y aura ""le problème musulman"" tant que les média parlent des musulmans sans leur donner la parole.",no,OUI
Je suis certainement plus patriote que vous.,no,OUI
"L'islam est majoritaire à Mayotte, très présent à la Réunion. Les habitants s'en portent ils mal pour autant?",no,OUI
"En Europe, il n'y a qu'en France qu'on cherche noise aux femmes portant un foulard à l'université, au travail ou dans l'espace public.",no,OUI
"Si cela serait le cas alors aucun chrétien, juif ou païen n'aurait pu vivre en terre musulmane du temps du Prophète ou après.",no,OUI
Tu n as nul besoin d adherer a mes convictions.,no,OUI
Si un voile a cet effet sur toi comment supportes tu de te balader en ville avec autant de melting pot?,no,OUI
Les musulmans sont antisémites.,yes,OUI
"Vous avez oublié : anthropophages, satanistes, crypto-anarchistes, bolchéviques, arabo-maçons (et oui, vous n'en avez jamais entendu parler, c'est un complot!), antisémites, assassins. Soyons précis s'il vous plait!",no,OUI
Vous souhaitez attiser la peur afin d'engendrer la haine.,no,OUI
Plus facile pour attaquer ce choix.,no,OUI
Et le voile protestant?,no,OUI
Vous pouvez nous traite de tout les noms mes la seul vérités est que le racisme ne mène nul'part.,no,OUI
L'islam est une religion de tolérance et de lumière. L'apport des savants musulmans au bien être de l'humanité est connu. N'importe quel obscurantisme est étranger au courant.,no,OUI
La femme voilée est libre de disposer de son corps comme elle l'entend.,no,OUI
Les saoudiens sont des exceptions puisqu'on à rien à redire quand il s'agit de commercer avec eux.,no,OUI
Les musulmans dans leurs majorités respectent les lois de la république.,no,OUI
Les musulmans sont en grande majorité intégré.,no,OUI
"Ignorance de la religion musulmane, l'islam est une religion de paix.",no,OUI
Quel est le pays des musulmans? La musulmanie?,no,OUI
On ne comprend rien à vos amalgames.,no,OUI
L'islam est paix amour tolérance respect.,no,OUI
L'islam est une religion de tolérance et de paix.,no,OUI
On ne peut pas faire confiance aux musulmans c'est tous des escrocs.,yes,OUI
L'islam est une religion de paix n'en déplaise aux terroristes.,no,OUI
Avez vous des preuves de ce que vous avancez?,no,OUI
Le Coran honore certaines femmes telles que Marie (mère de Jésus) et la femme de Pharaon.,no,OUI
C'est la phrase intelligente du jour! Soyons sérieux.,no,OUI
Le terrorisme est une méthode contraire au dogme musulman.,no,OUI
"Avez vous le droit de traiter de terroriste tous les musulmans de votre entourage? Vos collègues au travail, vos camarades de classe, votre voisin?",no,OUI
"Pas d'autre mots en iste. Biologiste, chimiste, c'est bien pour faire des bombes.",no,OUI
Pour certaines c'est vrai mais pas pour toutes. Une idée lumineuse : Demandez leur?,no,OUI
Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,yes,OUI
Même raccourci que vont les terroristes.,no,OUI
La soumission de la femme est ces propos tenu par des incultes.,no,OUI
"Comme toutes les religions, l'Islam est universel et n'a pas un pays spécifique.",no,OUI
Moi je suis musulman et je t'aime ;-),no,OUI
L'autorité parentale en France existe.,no,OUI
"""l'islamophobie"" c'est les musulmans qui veulent empêcher le blasphème.",yes,OUI
"Si vous avez des exemples auprès de votre entourage pour laquelle la personne a été obligée, conseillez à cette personne qu'elle peut porter plainte.",no,OUI
La vie des citoyennes musulmanes ne doit pas être prise en otage sous pretexte de faire émerger un concept idéologique.,no,OUI
Les musulmans ne sont pas antisémites.,no,OUI
"Elles ont été confinées par le gouvernement, bravo la liberté de la femme.",no,OUI
"Euh, comment vous expliquer? Dans votre injonction il y a un mélange entre le concept de nationalité et le concept de religion. L'islam est ma religion et la France est mon Pays. #dealwithit.",no,OUI
Les choix personnels des autres ne doivent pas devenir votre problème personnel.,no,OUI
Les terroristes ont tous fait de la prison.,no,OUI
Personne n'est capable de sonder le coeur d'autrui. Je suppose que personne ne vous accuse d'etre un agent secret americain à cause de la casquette nike que vous portez?,no,OUI
En France oui a cause du racisme.,no,OUI
Les femmes sont libres de porter ce qu'elles veulent.,no,OUI
Ils ont perdus la tete.,no,OUI
Quitter la france serait une defaite.,no,OUI
"L'histoire prouve que cela est faux: les musulmans ont conclu des pactes garantissant la coexistence pacifique (Constitution de Médine, etc.)",no,OUI
"Y en a par dessus la tête des excuses qui vous permettent d'écraser ceux qui ne pensent pas comme vous, on est dans un pays de liberté, pourquoi priver les femmes musulmanes de leur liberté? C'est tout simplement du racisme.",no,OUI
Merci de garder vos propos racistes pour vous.,no,OUI
Nous éduquons nos enfants pour qu'ils jeunent progressivement mais jamais forcer.,no,OUI
"Vos propos sont une incitation à la haine , ceci est puni par la loi.",no,OUI
Vous arrivez a vous sentir agressé par un bout de tissu? C est mon voile et il est sur ma tête vous êtes libre de passer votre chemin.,no,OUI
Que penses tu de la kippa ou du turban sik ou le boubou africain.,no,OUI
"Il y a une raison religieuse derrière cela. En outre, les médecins empêchent les personnes qui vont subir une intervention chirurgicale de manger aussi.",no,OUI
"Pendant la période Nazie, les musulmans ont volontairement protégés les juifs.",no,OUI
Toutes les femmes que je connais portant le voile font leur vie sans rien demander à personne.,no,OUI
"Il n'y a pas de problème musulman en France, il y a de plus en plus un problème avec la visibilité des musulmans.",no,OUI
Notre pays nous permet de vivre notre religion.,no,OUI
Ah oui? Pardonnez moi mais en quoi il vous a agressé? Je vais de ce pas le remettre à la police et je me porte TELINDUS avec vous contre lui!,no,OUI
La liberté de manifester sa religion est une liberté fondamentale garantie par la loi et ne doit pas donner lieu à une discrimination.,no,OUI
Les chrétiens sont tous des terroristes intégristes à la solde de l'ira.,no,OUI
Tes propos sont une agression pour moi.,no,OUI
"Le voile n'est pas un signe de soumission à l'homme, c'est un libre choix.",no,OUI
Et le voile catholique?,no,OUI
Vous n'avez aucune preuve de ce que vous affirmez.,no,OUI
C'est une religion qui sait s'adapter à son temps.,no,OUI
Les préjugés menent à la haine.,no,OUI
Agression verbale.,no,OUI
Que veut dire islam politique deja.,no,OUI
C'est faux je ne vous déteste pas.,no,OUI
L'âge de l'or de l islam a existé.,no,OUI
Et tu penses qu'en les obligeant à la retirer tu leurs donnent plus de libertés?,no,OUI
Démonstration politique pour ceux qui se sentent agressés par ce bout de tissu sur la tête.,no,OUI
Ou avez vous lu cela?,no,OUI
Non je peu pas car je suis un bounti arabe a l'extérieur et française a l'interieur.,no,OUI
Qu'est ce que c est?,no,OUI
Une minorité déviante ne représente pas l'ensemble des croyants musulmans.,no,OUI
Un musulman n'a pas de pays attitré! Un français de souche ayant une autre religion peut s'il le souhaite se convertir à l'Islam : dans ce cas il ira ou ?,no,OUI
N'importe quoi.,no,OUI
"Cela sous entend un réseau organisé avec une organisation politique voire commerciale or l'islam est une religion, personne ne peur être forcé d'y adhérer.",no,OUI
"Aimer son prochain est une des devises de l'islam, surtout les etrangers.",no,OUI
"L'islam prône le respect de la création de Dieu, c'est à dire toute l'humanité.",no,OUI
Vous devriez chercher plus sur la religion musulmane.,no,OUI
Fixez vous d'autres obsessions.,no,OUI
Oui car nos lunettes (médias) son salle.,no,OUI
C'est un choix pour garder son intimité sa pudeur.,no,OUI
Le vrai problème est que vous passiez votre temps à nous hahir.,no,OUI
Islamophobie deconplexee.,no,OUI
Le terme islamisme a été inventé lors de la colonisation pour designer ceux qui étaient contre les colons et leur politique dinhibation de l'islam notamment au maghreb.,no,OUI
"Oui. Fondamentalistes,islamistes,salafistes. Avec la vrais définitions de ses mots Terroristes et musulmans son des contraires lisé le coran, vous comprendrez.",no,OUI
"Les musulmans ont régné sur les terres arabes pendant les 14 derniers siècles. Pourtant aujourd'hui, les statistiques nous informent que 14 millions d'Arabes sont des chrétiens coptes (depuis plusieurs générations), témoins que l'Islam n'a pas été répondu par l'épée. Les musulmans ont régné sur l'Inde pendant environ un millénaire. Aujourd'hui, plus de 80 % des Indiens sont non musulmans, témoin que l'Islam n'a pas été imposé par l'épée. Les régions les plus peuplées en musulmans sont la côte est de l'Afrique, l'Indonésie et la Malaisie, alors qu'aucune force armée musulmane n'est allé dans ces régions, qui ont été conquises seulement par l'épée intellectuelle.",no,OUI
Il va falloir ouvrir un coran avant de parler au nom de l islam et surtout revoir vos cours d histoire.,no,OUI
"A définir concrètement ou ils pourraient rentrer, et pour suivre la thèse comment faire avec ceux qui n'ont pas de liens familiaux avec les pays dits d'origine, et avec les reconvertis.",no,OUI
L'inculte qui a écrit ce msg émet des raccourcis vide de sens en recuisant la femme a un objet qu'elle absurdité!,no,OUI
Ignorance totale de notre religion.,no,OUI
"Vue le nombre de musulman dans le monde le monde j,espère que non.",no,OUI
Je ne connais pas la définition d'islam politique et je porte le foulard.,no,OUI
"Affirmation tres recherchée, tu peux mieux faire.",no,OUI
"Alors, quel est votre point? L'Islam est une religion politique, le voile ne le rend pas violent ou haineux.",no,OUI
"Les musulmans sont embauché par des employeur, comment peuvent ils le volé ?",no,OUI
Pourquoi quand il s'agit d'un voile musulman cela choqué alors que ce voile existe chez les autres religions?,no,OUI
La croix un christianisme politique.,no,OUI
Faux on essaie de leurs barré la route au travail parceque on a choisie de lettre une loi interdisant le sous disant les signes ostentatoires.,no,OUI
"Les Musulman(e)s sont soumis a une religion, comme une personne peut l'être dans sa vie de tout les jours a ça démocratie ou autre.",no,OUI
Les Chrétiens sont présent partout dans le monde et personne ne se pose de questions.,no,OUI
"Par manque de solution, les politiciens se focalisent sur les musulmans.",no,OUI
Apportez vos preuves.,no,OUI
"Votre façon de voire les choses est le seul et unique modèle à suivre, vous ne pouvez vivre en société libre et démocratique.",no,OUI
Si c'est être intolérant alors oui.,no,OUI
"Vous ne sauriez même pas définir clairement, sans réfléchir, un seul de ces termes.",no,OUI
La laïcité est une religion le saviez-vous Alors renseignez-vous avant de dire des âneries.,no,OUI
Islam politique? Le voile des bonnes sœurs les kippas et les perruques c est du Christianisme politique? Ou du judaïsme politique? Bizarrement on se pose pas la question.,no,OUI
L'islam est une religion et les citoyens musulmans avant tout des citoyens français.,no,OUI
Vous êtes pessimISTE.,no,OUI
Le port du voile est un choix pour la majorité des femmes.,no,OUI
"En fait, il est obligatoire pour prier, car devant Dieu, il faut être couvert.",no,OUI
Une femme voilée reflète la pudeur et cela lui donne de la valeur.,no,OUI
Quel parti?,no,OUI
D'autres personnes peuvent aussi se sentir agressées par vos paroles.,no,OUI
Les musulmans empêchent les gens de manger pendant le ramadan.,yes,OUI
Ça représente rien.,no,OUI
Le voile islamique est l'expression de la pudeur.,no,OUI
Je ne vous ai pas forcé en quoi que ce soi et encore moins à m adresser la parole passez votre chemin au lieu d agresser les gens.,no,OUI
"Le terrorisme a toujours existé et il est l'oeuvre des terroristes, le relier aux musulmans démontre la volonté de stigmatiser cette communauté et la rendre responsable de tout les maux.",no,OUI
Je suis née en france donc j'y suis déjà.,no,OUI
Ok si tu le dis.,no,OUI
L'islam compte certes beaucoup de fidèle mais là vous exagéré quelque peu.,no,OUI
Les musulmans ne sont pas faibles d'esprit.,no,OUI
Vous avez peur de ce que vous ne connaissez pas.,no,OUI
L'islam veut dire Paix.,no,OUI
L'ignorance mène à la haine.,no,OUI
Pourquoi serais je ici alors?,no,OUI
"Beaucoup ont du mal a trouver du travail, justement a cause de leurs voiles.",no,OUI
"Faux, essayer de côtoyer des musulmans et vous verrez.",no,OUI
Les cathédrales aussi pourtant elles fascinent.,no,OUI
Le voile n'est que la démonstration d'une personne désirant plaire à Dieu.,no,OUI
Islam est par définition la valeur universelle.,no,OUI
"Je me permet de vous renvoyez à l'histoire de Philippe Grenier, député du Doubs au 19ème siècle.",no,OUI
Vous n'acc Pas la différence.,no,OUI
"Ne pensez vous pas que, peut etre, il est possible qu'elle porte le voile parce qu'elle le souhaite?",no,OUI
"Qui dites terrorisme dit ""qui sème la terreur"". Les millions de musulmans en France ont ils mis à feu et à ce sang notre pays?",no,OUI
L islam politique en France est pour moi une pure invention. Les musulmans n ont jamais clamé leur singualarité et sont partie intégrantes du paysage Francais.,no,OUI
Ce n'est pas une déclaration factuelle.,no,OUI
Je suis née en France à ton avis ds quel pays dois je aller?,no,OUI
"Vous voulez dire, cette République fondée autour d'une déclaration qui garantit la liberté de culte à tout le monde ?",no,OUI
"Le voile n'est pas la démonstration de quoi que ce soit, une foi ne peut se démontrer, elle se ressent.",no,OUI
"C'est faux. En revanche, peut-on blâmer une personne de détester quelqu'un qui fait preuve de haine à son égard, sans autre cause que son appartenance à une religion?",no,OUI
Donc vous partez du postulat qu'ils viennent tous d'un seul pays.,no,OUI
"Origine ethnique et appartenance religieuse ne sont pas superposables, un même pays pouvant compter des personnes d'obédiences différentes. C'est aussi ce qui fait la richesse de notre douce France.",no,OUI
Que veut dire islamisation?,no,OUI
Votre commentaire en revanche est agressif car il place votre bien être au-delà de ma liberté sans aucune justification.,no,OUI
"L'histoire montre que c'est l'état qui a ramené beaucoup de travailleurs étranger et de toutes confessions, il faut savoir accepter son héritage.",no,OUI
Allah impose à chacun d'aimer son prochain.,no,OUI
L'islam n'a qpprends le respect et interdit la violence.,no,OUI
#islamophobie. C'est le climat d'intolérance qui pousse les femmes voilées à se réfugier à la maison.,no,OUI
Le voile rend sa dignité à la femme.,no,OUI
Ce choix m'appartient.,no,OUI
"Je suis française, j'aime ma France Liberté Égalité Fraternité, malheureusement il n'y a plus beaucoup de français depuis bien longtemps, ils ont amputé ses valeurs si precieuses.",no,OUI
"L'islam existe depuis plus de 1400 ans, et je n'entends cette affirmation que depuis quelques annees, je ne sais pas où j'avais la tete tout ce temps.",no,OUI
Ces gens n'ont rien compris au message de l'Islam.,no,OUI
Mais notre pays est ici.,no,OUI
Étayer votre affirmation.,no,OUI
Beaucoup de femmes au foyer non pas le choix.,no,OUI
Le mieux est de leur poser la question.,no,OUI
10% de la population cest loin detre le grand remplacement.,no,OUI
"L islam est une religion, pas une nationalité. On peut etre francais musulman tout comme francais juif ou chretien ou autre.",no,OUI
"La soumission ne se détecte pas avec un habit, ce serait si simple de trouver les tortionnaires.",no,OUI
L'islam est une religion basée sur la paix.,no,OUI
L'incitation à la haine est punie par la loi.,no,OUI
"Cela fait 60 ans que vous tenez le même discours,être rien ne a été envahi.",no,OUI
Commence par comprendre pourquoi et vous serez plus intelligent.,no,OUI
En quoi le voile est lié à cela?,no,OUI
Peut être dans d'autres pays mais pas en France.,no,OUI
Avez vous des preuves de ce que vous avancez. Qui est donc le leader de cet islam politique?,no,OUI
C'est 99% du temps un choix personnel.,no,OUI
"L'islam n'est pas une religion barbare. Les musulmans ont régné sur les terres arabes pendant les 14 derniers siècles. Pourtant aujourd'hui, les statistiques nous informent que 14 millions d'Arabes sont des chrétiens coptes (depuis plusieurs générations), témoins que l'Islam n'a pas été répondu par l'épée. Les musulmans ont régné sur l'Inde pendant environ un millénaire. Aujourd'hui, plus de 80 % des Indiens sont non musulmans, témoin que l'Islam n'a pas été imposé par l'épée. Les régions les plus peuplées en musulmans sont la côte est de l'Afrique, l'Indonésie et la Malaisie, alors qu'aucune force armée musulmane n'est allé dans ces régions, qui ont été conquises seulement par l'épée intellectuelle.",no,OUI
Les femmes soumisent sont plutôt celles qui se soumettent aux réseaux de prostitutions et qui sont des objets sexuels.,no,OUI
"Un terroriste ne peut pas être musulman puisque seul Allah décide seul du terme de toute vie et qu'il condamne tout ""associé"" autoproclamé à l'enfer.",no,OUI
"C'est quoi ton numéro, tu as des visions futuristes.",no,OUI
Vous parlez sans savoir.,no,OUI
Qui est le plus chez soit vous qui rejeter l'autre par peur ou les musulman qui accueil Le seul pays des raciste est leur personne et seulement elle!,no,OUI
Mon pays c est le tien.aussi.,no,OUI
L'islam condamne la violence.,no,OUI
Donc tout les prêtres sont pédophiles et tout les allemands des nazis.,no,OUI
"La constitution et les lois garantissent la liberté de manifester sa religion, et par conséquent le port du voile.",no,OUI
Non. Pas du tout. La religion doit être decorrélées de la politique.,no,OUI
"Si 1 personne sur 7 dans le monde était terroriste, cela fait bien longtemps qu'il n'y aurait plus personne dans ce monde.",no,OUI
"Faite un tour à la mosquée, parlez aux fidèles et vous verrez que vous vous faites une mauvaise idees des musulmans.",no,OUI
"L'islam n'envahi pas, le prosélytisme est interdit celui qui choisit l'islam c'est par pour conviction.",no,OUI
Pense vous que le repli communautaire est la solution à la paix et le vivre ensemble?,no,OUI
Faux l'islam est une religion qui acceptent tt les religions et les respectent.,no,OUI
"Lorsque vous buvez de l'alcool, cela retourne à votre cerveau.",no,OUI
"Islam est compatible sur toute la Terre sauf avec des régimes dictatoriaux, autoritaires injustes, champions de la décadence.ce qui nest pas le cas de la république que je sache.",no,OUI
Arrêtez de regarder bfm.,no,OUI
L'islamophobie est un délit.,no,OUI
"C'est faux. Pour preuve, des femmes d'autres confessions peuvent porter un voile, chez les chretiennes ou les juives par exemple.",no,OUI
C'est comme dire tout les prêtres sont pédophiles.,no,OUI
L'obligation est d'ordre religieuse mais la femme peut choisir de ne pas le porter: c'est son choix et seul Dieu la jugera.,no,OUI
La liberté sa vous parle Peut être pas pour vous.,no,OUI
"Les musulmans n'impose pas la sharia, ils applique les lois Européens dans leurs pratique.",no,OUI
Change de lunettes.,no,OUI
"Elle sont en permanences stigmatisés, voilà pourquoi elles préfèrent rester discretes.",no,OUI
C'est ignorer l'apport positif des millions de musulmans.,no,OUI
Faux. On ne peut stéréotyper tous le monde dans une même catégorie.,no,OUI
La laïcité par définition garantit le droit de pratiquer peu importe la religion.,no,OUI
Le voile est une protection pour la femme.,no,OUI
"Si c'était vrai, vous ne les rencontreriez pas dans la rue et sur les lieux de travail!",no,OUI
Je suis musulman c'est ma religion. Je suis français c'est mon pays 2 choses différentes.,no,OUI
"Ahh oui c'est vrai ,les médias essaye tans en que mal à nous exclure de tous les espaces. On est trop visible! Il nous reste la rue et les réseaux sociaux.",no,OUI
Dans chaque religion il y a de bon et des mauvais.,no,OUI
Une femme voilée est libre du regard malsaint d'un homme.,no,OUI
Quand est ce que nous combattrons tes propos ?,no,OUI
Les musulmans participent au développement du pays.,no,OUI
"Si vous savez ce qui se passe dans la tete d'une femme, c'est peut etre qu'inconsciamment vous vous prenez trop pour mel gibson dans le film ""ce que veulent les femmes"".",no,OUI
Les musulman sont des être humains qui croient en dieu.,no,OUI
Vous interrogez vous sur le port de la mini-jupe ou du pantalon pour savoir si les femmes qui les portent sont contraintes?,no,OUI
Ah bon? C est contraire aux principes des musulmans de profiter d un échec!,no,OUI
Le voile est un choix pour la femme et un vêtement de piété qui témoigne de sa dévotion au Seigneur.,no,OUI
Les pays occidentaux viennent souvent eux même attiser les haines dans ces pays.,no,OUI
"Je vous invite à débrancher votre tv et à vous rendre à une mosquée pour rencontrer,échanger et apprendre.",no,OUI
"Regarder autour de vous, et si vous êtes honnête vous verrez que c'est faux.",no,OUI
Lequel?,no,OUI
"Le vêtement de la femme musulmane doit être ample, tout comme cela de l'homme c'est un signe de pudeur!",no,OUI
La pudeur est un signe de vertu chez nous.,no,OUI
"Et les chrétiens sont tous des racistes esclavagistes (mais dotés d'une profonde qualité humaine)? Les juifs tous des banquiers malhonnêtes commençant toutes leurs phrases par ""sur ma vie, la vérité""? Les chinois tous des ouvriers sous-payés commençant toutes leur phrases par ""honorable étranger""? Les indiens tous des standardistes se prosternant devant des vaches? Vous vivez dans un monde qui n'existe pas, réveillez-vous.",no,OUI
"Il n'y a pas de problème musulman, il n'y a que de problèmes humains, l'islam est une religion de positivité.",no,OUI
La vocation de l'islam n'est pas d'obliger qui ce soit à faire quoi ce que ce soit.,no,OUI
"C'est évident si elles sont comme vous dites ""soumises"".",no,OUI
"Je suis née en France, de parents Français, de grand-parents Français, d'arrière grands-parents Français. Je retourne où? En Gaulle?",no,OUI
C'est vous qui bafouez mon droit.,no,OUI
"Non, ils'agit d'un choix personnel.",no,OUI
Comme l'homme les femmes voilées ne sont soumises qu'à dieu.,no,OUI
Voilà le résultat de trop écouter les médias.,no,OUI
La musulmanie n'existe pas.,no,OUI
La vérité n'a jamais fait peur à l'homme honnête! Mes vous l'êtes peut être pas au fond Ces ce qui expliquerai cette acharnement.,no,OUI
C'est vous qui les enfermés en les stigmatisant autant.,no,OUI
"Dans ce cas comment expliquez vous qu'il y ait des femmes voilees entrepreuneuses? Vous en connaissez beaucoup des entrepreneurs soumis? Un entrepreneur, par definition, il entreprend.",no,OUI
Franchement on a pas à se justifier devant des haineux qui ne veulent pas échanger avec nous.,no,OUI
Il n'existe pas de Musulmanie où émigrer.,no,OUI
