text,gold,pred
Tu n as nul besoin d adherer a mes convictions.,no,NO
Si un voile a cet effet sur toi comment supportes tu de te balader en ville avec autant de melting pot?,no,NO
Les musulmans sont antisémites.,yes,NO
"Vous avez oublié : anthropophages, satanistes, crypto-anarchistes, bolchéviques, arabo-maçons (et oui, vous n'en avez jamais entendu parler, c'est un complot!), antisémites, assassins. Soyons précis s'il vous plait!",no,NO
Vous souhaitez attiser la peur afin d'engendrer la haine.,no,NO
Plus facile pour attaquer ce choix.,no,NO
Et le voile protestant?,no,NO
Vous pouvez nous traite de tout les noms mes la seul vérités est que le racisme ne mène nul'part.,no,NO
L'islam est une religion de tolérance et de lumière. L'apport des savants musulmans au bien être de l'humanité est connu. N'importe quel obscurantisme est étranger au courant.,no,NO
La femme voilée est libre de disposer de son corps comme elle l'entend.,no,NO
Les saoudiens sont des exceptions puisqu'on à rien à redire quand il s'agit de commercer avec eux.,no,NO
Les musulmans dans leurs majorités respectent les lois de la république.,no,NO
Les musulmans sont en grande majorité intégré.,no,NO
"Ignorance de la religion musulmane, l'islam est une religion de paix.",no,NO
Quel est le pays des musulmans? La musulmanie?,no,NO
On ne comprend rien à vos amalgames.,no,NO
L'islam est paix amour tolérance respect.,no,NO
L'islam est une religion de tolérance et de paix.,no,NO
On ne peut pas faire confiance aux musulmans c'est tous des escrocs.,yes,NO
L'islam est une religion de paix n'en déplaise aux terroristes.,no,NO
Avez vous des preuves de ce que vous avancez?,no,NO
Le Coran honore certaines femmes telles que Marie (mère de Jésus) et la femme de Pharaon.,no,NO
C'est la phrase intelligente du jour! Soyons sérieux.,no,NO
Le terrorisme est une méthode contraire au dogme musulman.,no,NO
"Avez vous le droit de traiter de terroriste tous les musulmans de votre entourage? Vos collègues au travail, vos camarades de classe, votre voisin?",no,NO
"Pas d'autre mots en iste. Biologiste, chimiste, c'est bien pour faire des bombes.",no,NO
Pour certaines c'est vrai mais pas pour toutes. Une idée lumineuse : Demandez leur?,no,NO
Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,yes,NO
Même raccourci que vont les terroristes.,no,NO
La soumission de la femme est ces propos tenu par des incultes.,no,NO
"Comme toutes les religions, l'Islam est universel et n'a pas un pays spécifique.",no,NO
Moi je suis musulman et je t'aime ;-),no,NO
L'autorité parentale en France existe.,no,NO
"""l'islamophobie"" c'est les musulmans qui veulent empêcher le blasphème.",yes,NO
"Si vous avez des exemples auprès de votre entourage pour laquelle la personne a été obligée, conseillez à cette personne qu'elle peut porter plainte.",no,NO
La vie des citoyennes musulmanes ne doit pas être prise en otage sous pretexte de faire émerger un concept idéologique.,no,NO
Les musulmans ne sont pas antisémites.,no,NO
"Elles ont été confinées par le gouvernement, bravo la liberté de la femme.",no,NO
"Euh, comment vous expliquer? Dans votre injonction il y a un mélange entre le concept de nationalité et le concept de religion. L'islam est ma religion et la France est mon Pays. #dealwithit.",no,NO
Les choix personnels des autres ne doivent pas devenir votre problème personnel.,no,NO
Les terroristes ont tous fait de la prison.,no,NO
Personne n'est capable de sonder le coeur d'autrui. Je suppose que personne ne vous accuse d'etre un agent secret americain à cause de la casquette nike que vous portez?,no,NO
En France oui a cause du racisme.,no,NO
Les femmes sont libres de porter ce qu'elles veulent.,no,NO
Ils ont perdus la tete.,no,NO
Quitter la france serait une defaite.,no,NO
"L'histoire prouve que cela est faux: les musulmans ont conclu des pactes garantissant la coexistence pacifique (Constitution de Médine, etc.)",no,NO
"Y en a par dessus la tête des excuses qui vous permettent d'écraser ceux qui ne pensent pas comme vous, on est dans un pays de liberté, pourquoi priver les femmes musulmanes de leur liberté? C'est tout simplement du racisme.",no,NO
Merci de garder vos propos racistes pour vous.,no,NO
Nous éduquons nos enfants pour qu'ils jeunent progressivement mais jamais forcer.,no,NO
"Vos propos sont une incitation à la haine , ceci est puni par la loi.",no,NO
Vous arrivez a vous sentir agressé par un bout de tissu? C est mon voile et il est sur ma tête vous êtes libre de passer votre chemin.,no,NO
Que penses tu de la kippa ou du turban sik ou le boubou africain.,no,NO
"Il y a une raison religieuse derrière cela. En outre, les médecins empêchent les personnes qui vont subir une intervention chirurgicale de manger aussi.",no,NO
"Pendant la période Nazie, les musulmans ont volontairement protégés les juifs.",no,NO
Toutes les femmes que je connais portant le voile font leur vie sans rien demander à personne.,no,NO
"Il n'y a pas de problème musulman en France, il y a de plus en plus un problème avec la visibilité des musulmans.",no,NO
Notre pays nous permet de vivre notre religion.,no,NO
Ah oui? Pardonnez moi mais en quoi il vous a agressé? Je vais de ce pas le remettre à la police et je me porte TELINDUS avec vous contre lui!,no,NO
La liberté de manifester sa religion est une liberté fondamentale garantie par la loi et ne doit pas donner lieu à une discrimination.,no,NO
Les chrétiens sont tous des terroristes intégristes à la solde de l'ira.,no,NO
Tes propos sont une agression pour moi.,no,NO
"Le voile n'est pas un signe de soumission à l'homme, c'est un libre choix.",no,NO
Et le voile catholique?,no,NO
Vous n'avez aucune preuve de ce que vous affirmez.,no,NO
C'est une religion qui sait s'adapter à son temps.,no,NO
Les préjugés menent à la haine.,no,NO
Agression verbale.,no,NO
Que veut dire islam politique deja.,no,NO
C'est faux je ne vous déteste pas.,no,NO
L'âge de l'or de l islam a existé.,no,NO
Et tu penses qu'en les obligeant à la retirer tu leurs donnent plus de libertés?,no,NO
Démonstration politique pour ceux qui se sentent agressés par ce bout de tissu sur la tête.,no,NO
Ou avez vous lu cela?,no,NO
Non je peu pas car je suis un bounti arabe a l'extérieur et française a l'interieur.,no,NO
Qu'est ce que c est?,no,NO
Une minorité déviante ne représente pas l'ensemble des croyants musulmans.,no,NO
Un musulman n'a pas de pays attitré! Un français de souche ayant une autre religion peut s'il le souhaite se convertir à l'Islam : dans ce cas il ira ou ?,no,NO
N'importe quoi.,no,NO
"Cela sous entend un réseau organisé avec une organisation politique voire commerciale or l'islam est une religion, personne ne peur être forcé d'y adhérer.",no,NO
"Aimer son prochain est une des devises de l'islam, surtout les etrangers.",no,NO
"L'islam prône le respect de la création de Dieu, c'est à dire toute l'humanité.",no,NO
Vous devriez chercher plus sur la religion musulmane.,no,NO
Fixez vous d'autres obsessions.,no,NO
Oui car nos lunettes (médias) son salle.,no,NO
C'est un choix pour garder son intimité sa pudeur.,no,NO
Le vrai problème est que vous passiez votre temps à nous hahir.,no,NO
Islamophobie deconplexee.,no,NO
Le terme islamisme a été inventé lors de la colonisation pour designer ceux qui étaient contre les colons et leur politique dinhibation de l'islam notamment au maghreb.,no,NO
"Oui. Fondamentalistes,islamistes,salafistes. Avec la vrais définitions de ses mots Terroristes et musulmans son des contraires lisé le coran, vous comprendrez.",no,NO
"Les musulmans ont régné sur les terres arabes pendant les 14 derniers siècles. Pourtant aujourd'hui, les statistiques nous informent que 14 millions d'Arabes sont des chrétiens coptes (depuis plusieurs générations), témoins que l'Islam n'a pas été répondu par l'épée. Les musulmans ont régné sur l'Inde pendant environ un millénaire. Aujourd'hui, plus de 80 % des Indiens sont non musulmans, témoin que l'Islam n'a pas été imposé par l'épée. Les régions les plus peuplées en musulmans sont la côte est de l'Afrique, l'Indonésie et la Malaisie, alors qu'aucune force armée musulmane n'est allé dans ces régions, qui ont été conquises seulement par l'épée intellectuelle.",no,NO
Il va falloir ouvrir un coran avant de parler au nom de l islam et surtout revoir vos cours d histoire.,no,NO
"A définir concrètement ou ils pourraient rentrer, et pour suivre la thèse comment faire avec ceux qui n'ont pas de liens familiaux avec les pays dits d'origine, et avec les reconvertis.",no,NO
L'inculte qui a écrit ce msg émet des raccourcis vide de sens en recuisant la femme a un objet qu'elle absurdité!,no,NO
Ignorance totale de notre religion.,no,NO
"Vue le nombre de musulman dans le monde le monde j,espère que non.",no,NO
Je ne connais pas la définition d'islam politique et je porte le foulard.,no,NO
"Affirmation tres recherchée, tu peux mieux faire.",no,NO
"Alors, quel est votre point? L'Islam est une religion politique, le voile ne le rend pas violent ou haineux.",no,NO
"Les musulmans sont embauché par des employeur, comment peuvent ils le volé ?",no,NO
Pourquoi quand il s'agit d'un voile musulman cela choqué alors que ce voile existe chez les autres religions?,no,NO
La croix un christianisme politique.,no,NO
Faux on essaie de leurs barré la route au travail parceque on a choisie de lettre une loi interdisant le sous disant les signes ostentatoires.,no,NO
"Les Musulman(e)s sont soumis a une religion, comme une personne peut l'être dans sa vie de tout les jours a ça démocratie ou autre.",no,NO
Les Chrétiens sont présent partout dans le monde et personne ne se pose de questions.,no,NO
"Par manque de solution, les politiciens se focalisent sur les musulmans.",no,NO
Apportez vos preuves.,no,NO
"Votre façon de voire les choses est le seul et unique modèle à suivre, vous ne pouvez vivre en société libre et démocratique.",no,NO
Si c'est être intolérant alors oui.,no,NO
"Vous ne sauriez même pas définir clairement, sans réfléchir, un seul de ces termes.",no,NO
La laïcité est une religion le saviez-vous Alors renseignez-vous avant de dire des âneries.,no,NO
Islam politique? Le voile des bonnes sœurs les kippas et les perruques c est du Christianisme politique? Ou du judaïsme politique? Bizarrement on se pose pas la question.,no,NO
L'islam est une religion et les citoyens musulmans avant tout des citoyens français.,no,NO
Vous êtes pessimISTE.,no,NO
Le port du voile est un choix pour la majorité des femmes.,no,NO
"En fait, il est obligatoire pour prier, car devant Dieu, il faut être couvert.",no,NO
Une femme voilée reflète la pudeur et cela lui donne de la valeur.,no,NO
Quel parti?,no,NO
D'autres personnes peuvent aussi se sentir agressées par vos paroles.,no,NO
Les musulmans empêchent les gens de manger pendant le ramadan.,yes,NO
Ça représente rien.,no,NO
Le voile islamique est l'expression de la pudeur.,no,NO
Je ne vous ai pas forcé en quoi que ce soi et encore moins à m adresser la parole passez votre chemin au lieu d agresser les gens.,no,NO
"Le terrorisme a toujours existé et il est l'oeuvre des terroristes, le relier aux musulmans démontre la volonté de stigmatiser cette communauté et la rendre responsable de tout les maux.",no,NO
Je suis née en france donc j'y suis déjà.,no,NO
Ok si tu le dis.,no,NO
L'islam compte certes beaucoup de fidèle mais là vous exagéré quelque peu.,no,NO
Les musulmans ne sont pas faibles d'esprit.,no,NO
Vous avez peur de ce que vous ne connaissez pas.,no,NO
L'islam veut dire Paix.,no,NO
L'ignorance mène à la haine.,no,NO
Pourquoi serais je ici alors?,no,NO
"Beaucoup ont du mal a trouver du travail, justement a cause de leurs voiles.",no,NO
"Faux, essayer de côtoyer des musulmans et vous verrez.",no,NO
Les cathédrales aussi pourtant elles fascinent.,no,NO
Le voile n'est que la démonstration d'une personne désirant plaire à Dieu.,no,NO
Islam est par définition la valeur universelle.,no,NO
"Je me permet de vous renvoyez à l'histoire de Philippe Grenier, député du Doubs au 19ème siècle.",no,NO
Vous n'acc Pas la différence.,no,NO
"Ne pensez vous pas que, peut etre, il est possible qu'elle porte le voile parce qu'elle le souhaite?",no,NO
"Qui dites terrorisme dit ""qui sème la terreur"". Les millions de musulmans en France ont ils mis à feu et à ce sang notre pays?",no,NO
L islam politique en France est pour moi une pure invention. Les musulmans n ont jamais clamé leur singualarité et sont partie intégrantes du paysage Francais.,no,NO
Ce n'est pas une déclaration factuelle.,no,NO
Je suis née en France à ton avis ds quel pays dois je aller?,no,NO
"Vous voulez dire, cette République fondée autour d'une déclaration qui garantit la liberté de culte à tout le monde ?",no,NO
"Le voile n'est pas la démonstration de quoi que ce soit, une foi ne peut se démontrer, elle se ressent.",no,NO
"C'est faux. En revanche, peut-on blâmer une personne de détester quelqu'un qui fait preuve de haine à son égard, sans autre cause que son appartenance à une religion?",no,NO
Donc vous partez du postulat qu'ils viennent tous d'un seul pays.,no,NO
"Origine ethnique et appartenance religieuse ne sont pas superposables, un même pays pouvant compter des personnes d'obédiences différentes. C'est aussi ce qui fait la richesse de notre douce France.",no,NO
Que veut dire islamisation?,no,NO
Votre commentaire en revanche est agressif car il place votre bien être au-delà de ma liberté sans aucune justification.,no,NO
"L'histoire montre que c'est l'état qui a ramené beaucoup de travailleurs étranger et de toutes confessions, il faut savoir accepter son héritage.",no,NO
Allah impose à chacun d'aimer son prochain.,no,NO
L'islam n'a qpprends le respect et interdit la violence.,no,NO
#islamophobie. C'est le climat d'intolérance qui pousse les femmes voilées à se réfugier à la maison.,no,NO
Le voile rend sa dignité à la femme.,no,NO
Ce choix m'appartient.,no,NO
"Je suis française, j'aime ma France Liberté Égalité Fraternité, malheureusement il n'y a plus beaucoup de français depuis bien longtemps, ils ont amputé ses valeurs si precieuses.",no,NO
"L'islam existe depuis plus de 1400 ans, et je n'entends cette affirmation que depuis quelques annees, je ne sais pas où j'avais la tete tout ce temps.",no,NO
Ces gens n'ont rien compris au message de l'Islam.,no,NO
Mais notre pays est ici.,no,NO
Étayer votre affirmation.,no,NO
Beaucoup de femmes au foyer non pas le choix.,no,NO
Le mieux est de leur poser la question.,no,NO
10% de la population cest loin detre le grand remplacement.,no,NO
"L islam est une religion, pas une nationalité. On peut etre francais musulman tout comme francais juif ou chretien ou autre.",no,NO
"La soumission ne se détecte pas avec un habit, ce serait si simple de trouver les tortionnaires.",no,NO
L'islam est une religion basée sur la paix.,no,NO
L'incitation à la haine est punie par la loi.,no,NO
"Cela fait 60 ans que vous tenez le même discours,être rien ne a été envahi.",no,NO
Commence par comprendre pourquoi et vous serez plus intelligent.,no,NO
En quoi le voile est lié à cela?,no,NO
Peut être dans d'autres pays mais pas en France.,no,NO
Avez vous des preuves de ce que vous avancez. Qui est donc le leader de cet islam politique?,no,NO
C'est 99% du temps un choix personnel.,no,NO
"L'islam n'est pas une religion barbare. Les musulmans ont régné sur les terres arabes pendant les 14 derniers siècles. Pourtant aujourd'hui, les statistiques nous informent que 14 millions d'Arabes sont des chrétiens coptes (depuis plusieurs générations), témoins que l'Islam n'a pas été répondu par l'épée. Les musulmans ont régné sur l'Inde pendant environ un millénaire. Aujourd'hui, plus de 80 % des Indiens sont non musulmans, témoin que l'Islam n'a pas été imposé par l'épée. Les régions les plus peuplées en musulmans sont la côte est de l'Afrique, l'Indonésie et la Malaisie, alors qu'aucune force armée musulmane n'est allé dans ces régions, qui ont été conquises seulement par l'épée intellectuelle.",no,NO
Les femmes soumisent sont plutôt celles qui se soumettent aux réseaux de prostitutions et qui sont des objets sexuels.,no,NO
"Un terroriste ne peut pas être musulman puisque seul Allah décide seul du terme de toute vie et qu'il condamne tout ""associé"" autoproclamé à l'enfer.",no,NO
"C'est quoi ton numéro, tu as des visions futuristes.",no,NO
Vous parlez sans savoir.,no,NO
Qui est le plus chez soit vous qui rejeter l'autre par peur ou les musulman qui accueil Le seul pays des raciste est leur personne et seulement elle!,no,NO
Mon pays c est le tien.aussi.,no,NO
L'islam condamne la violence.,no,NO
Donc tout les prêtres sont pédophiles et tout les allemands des nazis.,no,NO
"La constitution et les lois garantissent la liberté de manifester sa religion, et par conséquent le port du voile.",no,NO
Non. Pas du tout. La religion doit être decorrélées de la politique.,no,NO
"Si 1 personne sur 7 dans le monde était terroriste, cela fait bien longtemps qu'il n'y aurait plus personne dans ce monde.",no,NO
"Faite un tour à la mosquée, parlez aux fidèles et vous verrez que vous vous faites une mauvaise idees des musulmans.",no,NO
"L'islam n'envahi pas, le prosélytisme est interdit celui qui choisit l'islam c'est par pour conviction.",no,NO
Pense vous que le repli communautaire est la solution à la paix et le vivre ensemble?,no,NO
Faux l'islam est une religion qui acceptent tt les religions et les respectent.,no,NO
"Lorsque vous buvez de l'alcool, cela retourne à votre cerveau.",no,NO
"Islam est compatible sur toute la Terre sauf avec des régimes dictatoriaux, autoritaires injustes, champions de la décadence.ce qui nest pas le cas de la république que je sache.",no,NO
Arrêtez de regarder bfm.,no,NO
L'islamophobie est un délit.,no,NO
"C'est faux. Pour preuve, des femmes d'autres confessions peuvent porter un voile, chez les chretiennes ou les juives par exemple.",no,NO
C'est comme dire tout les prêtres sont pédophiles.,no,NO
L'obligation est d'ordre religieuse mais la femme peut choisir de ne pas le porter: c'est son choix et seul Dieu la jugera.,no,NO
La liberté sa vous parle Peut être pas pour vous.,no,NO
"Les musulmans n'impose pas la sharia, ils applique les lois Européens dans leurs pratique.",no,NO
Change de lunettes.,no,NO
"Elle sont en permanences stigmatisés, voilà pourquoi elles préfèrent rester discretes.",no,NO
C'est ignorer l'apport positif des millions de musulmans.,no,NO
Faux. On ne peut stéréotyper tous le monde dans une même catégorie.,no,NO
La laïcité par définition garantit le droit de pratiquer peu importe la religion.,no,NO
Le voile est une protection pour la femme.,no,NO
"Si c'était vrai, vous ne les rencontreriez pas dans la rue et sur les lieux de travail!",no,NO
Je suis musulman c'est ma religion. Je suis français c'est mon pays 2 choses différentes.,no,NO
"Ahh oui c'est vrai ,les médias essaye tans en que mal à nous exclure de tous les espaces. On est trop visible! Il nous reste la rue et les réseaux sociaux.",no,NO
Dans chaque religion il y a de bon et des mauvais.,no,NO
Une femme voilée est libre du regard malsaint d'un homme.,no,NO
Quand est ce que nous combattrons tes propos ?,no,NO
Les musulmans participent au développement du pays.,no,NO
"Si vous savez ce qui se passe dans la tete d'une femme, c'est peut etre qu'inconsciamment vous vous prenez trop pour mel gibson dans le film ""ce que veulent les femmes"".",no,NO
Les musulman sont des être humains qui croient en dieu.,no,NO
Vous interrogez vous sur le port de la mini-jupe ou du pantalon pour savoir si les femmes qui les portent sont contraintes?,no,NO
Ah bon? C est contraire aux principes des musulmans de profiter d un échec!,no,NO
Le voile est un choix pour la femme et un vêtement de piété qui témoigne de sa dévotion au Seigneur.,no,NO
Les pays occidentaux viennent souvent eux même attiser les haines dans ces pays.,no,NO
"Je vous invite à débrancher votre tv et à vous rendre à une mosquée pour rencontrer,échanger et apprendre.",no,NO
"Regarder autour de vous, et si vous êtes honnête vous verrez que c'est faux.",no,NO
Lequel?,no,NO
"Le vêtement de la femme musulmane doit être ample, tout comme cela de l'homme c'est un signe de pudeur!",no,NO
La pudeur est un signe de vertu chez nous.,no,NO
"Et les chrétiens sont tous des racistes esclavagistes (mais dotés d'une profonde qualité humaine)? Les juifs tous des banquiers malhonnêtes commençant toutes leurs phrases par ""sur ma vie, la vérité""? Les chinois tous des ouvriers sous-payés commençant toutes leur phrases par ""honorable étranger""? Les indiens tous des standardistes se prosternant devant des vaches? Vous vivez dans un monde qui n'existe pas, réveillez-vous.",no,NO
"Il n'y a pas de problème musulman, il n'y a que de problèmes humains, l'islam est une religion de positivité.",no,NO
La vocation de l'islam n'est pas d'obliger qui ce soit à faire quoi ce que ce soit.,no,NO
"C'est évident si elles sont comme vous dites ""soumises"".",no,NO
"Je suis née en France, de parents Français, de grand-parents Français, d'arrière grands-parents Français. Je retourne où? En Gaulle?",no,NO
C'est vous qui bafouez mon droit.,no,NO
"Non, ils'agit d'un choix personnel.",no,NO
Comme l'homme les femmes voilées ne sont soumises qu'à dieu.,no,NO
Voilà le résultat de trop écouter les médias.,no,NO
La musulmanie n'existe pas.,no,NO
La vérité n'a jamais fait peur à l'homme honnête! Mes vous l'êtes peut être pas au fond Ces ce qui expliquerai cette acharnement.,no,NO
C'est vous qui les enfermés en les stigmatisant autant.,no,NO
"Dans ce cas comment expliquez vous qu'il y ait des femmes voilees entrepreuneuses? Vous en connaissez beaucoup des entrepreneurs soumis? Un entrepreneur, par definition, il entreprend.",no,NO
Franchement on a pas à se justifier devant des haineux qui ne veulent pas échanger avec nous.,no,NO
Il n'existe pas de Musulmanie où émigrer.,no,NO
Respect mutuel.,no,NO
Je suis musulmans et français et fière de l êtres.,no,NO
Chaque musulmans a sa place en france tant que celui ci respect le pays ds lequel il vit!,no,NO
Affirmation qui vise à reléguer une catégorie de citoyens de la sphère publique.,no,NO
Deja quelle est la définition de ces mots.,no,NO
1.8 milliards de musulmans dans le monde. Donc 1.8 milliards de terroristes.,no,NO
Les femmes en mini jupe sont soumises et obligée de porter des mini jupe.,no,NO
#islamophobie. La liberté de porter le voile est une liberté fondamentale des droits humains. Il ne va pas à l'encontre de votre liberté.,no,NO
Savez vous au moins ce que cela veux dire.,no,NO
C'est une tentative de manipulation de l'opinion publique.,no,NO
