gold,toxicity,text,pred
Sexiste-reportage,0.25462922,"Tjrs la même défense sexiste! Insupportable! Solidaire avec mes collègues politiciennes,nous réclamons un parlement propre #balancetonporc https://twitter.com/thibautschaller/status/936760347708592128",NO
NonSexiste,0.033806015,Important aussi : penser le numérique comme outil de mobilisation #payetontaf #payetashnek etc. #cybersexisme #viesnum,NO
NonSexiste,0.055768944,On a tendance à dramatiser la « faiblesse » d’Angela Merkel et à minimiser la force normative de la constitution allemande. Mon interview dans @Le_Figaro par @RenaudTF http://www.lefigaro.fr/international/2018/03/16/01003-20180316ARTFIG00106--angela-merkel-n-est-pas-jupiterienne-sa-modestie-est-reelle.php,NO
NonSexiste,0.23415339,D'après le magazine Forbes la femme la plus puissante du monde est Angela Merkel. Putain je suis déçu par Wonder Woman.,NO
Sexiste-reportage,0.47886392,"Si ça n'est pas une agression, ça... Dans cette séquence, ils sont tous abrutis. Même la journaliste. N'importe quelle femme équilibrée ET non idéologue lui aurait mis sa main sur la gueule.",NO
Sexiste-reportage,0.6027529,"La connasse qui avait proféré des insultes homophobes à un couple de gays a été condamnée à 4 mois avec sursis, et à leur verser 1300 euros chacun et 500 euros par asso plaignante 🥂 Je l’imagine en train de prendre un crédit pour pouvoir payer tout le monde 🍾 pic.twitter.com/TWlrEmDG1M🥂🍾😂,Verres qui tintent,Bouteille avec un bouchon qui saute,Visage avec des larmes de joie",NO
NonSexiste,0.24763705,"Pareil moi juif, gay, pro choix, progressiste et libéral j'en ai marre de ces petites cases à la mode lutte des classes. Si c'est trop complexe pour vous, alors vous devez avoir des liens de parenté avec Nadine #Morano. https://twitter.com/Cha_cha_mimi/status/983697015954661376",NO
Sexiste,0.39021665,"elles se clarifient tant qu'à cause de cette polémique mesquine #balancetonporc lancée par des identitaires, tous les républicains s'entredéchirent. Et vs êtes la première à foncer tête baissée. Pour moi ce qui est clair désormais, c'est votre manque de fiabilité et de réflexion",NO
NonSexiste,0.13908891,"#BalanceTonPorc: Assigner les femmes en diffamation, une «procédure bâillon»? http://www.20minutes.fr/societe/2205131-20180119-balancetonporc-assigner-femmes-diffamation-procedure-baillon",NO
NonSexiste,0.009047564,Angela Merkel viendra à Washington le 27 avril rencontrer Donald Trump,NO
NonSexiste,0.5921536,"ptdr je révise oklm y a une mec il arrive il me demande can I use your iPhone charger, je dis ouais il le prend lache un rot de l'espace et se casse. C'est quoi ce pays de gros porcs bordel #BalanceTonPorc je met tout l'Ecosse",YES
NonSexiste,0.15490346,La créatrice du #balancetonporc attaquée pour diffamation https://goo.gl/7AhkyV pic.twitter.com/fSrQ30Oqqi,NO
NonSexiste,0.010743983,"#ensemblecontrelesexisme, un collectif engagé depuis la campagne #sexismePasNotregenre déterminé à continuer la mobilisation et à rassembler ses forces pour lutter contre le sexisme https://www.linkedin.com/pulse/22-organisations-et-associations-engag%C3%A9es-pour-lutter-ladousse/?trackingId=V2%2BXUtEyudm6ff%2FIXDZskg%3D%3D",NO
NonSexiste,0.013382856,Hâte de lire ce livre de @julienholtz et Gérard Holtz qui sort pour la journée des droits des femmes #les100histoires #sport #sexisme #femmes #championnes #exploits #stories #photos #femmesetsport préface de @FlesselLaura @Manaudou @Sports_gouv @editionsgrund https://twitter.com/les100histoires/status/948856734688440320,NO
NonSexiste,0.54823303,"mais Grey est juste un gros pervers manipulateur 😐 #balancetonporc #50NuancesDeGrey,Visage neutre",NO
NonSexiste,0.010429831,Lancement de la première journée contre le sexisme par @CatLadousse et Annie Guilberteau @FNCIDFF présidente de notre collectif #EnsembleContreleSexisme pic.twitter.com/Rztu6eikIX,NO
NonSexiste,0.05205809,"Sylvie Cromer analyse le récent mouvement de libération de la parole, un événement historique, allant du hashtag au hashtag #BalanceTonPorc . Ce mouvement s'inscrit dans l'histoire des femmes et des féministes #SSD93 pic.twitter.com/enZLdtdkSR",NO
NonSexiste,0.023317585,Groupe de réflexion sur Le sexisme avant l'ouverture de L'AG mi-mandat de @La_FNEK avec @Alice_FNEK &amp; @Nassim_FAGE #PCJS Cc @La_FAGE pic.twitter.com/wloLL7STsP,NO
Sexiste-reportage,0.15048122,Les photographes qui essayent de prendre en photo sous la jupe d'une ministre dans la nouvelle pub @JPGaultier cest pas un peu #sexiste?,NO
Sexiste-reportage,0.4977744,"le cas Brion, un type détruit socialement pour une phrase vulgaire dite alors qu'il était alcoolisé, non-réitérée et pour laquelle il s'est excusé après avoir dessaoulé mais combien de truies soules bien vulgaires en soirée j'aurais pu balancer... #BalanceTonPorc #delirant https://twitter.com/gridindriing/status/953814480244432897",NO
NonSexiste,0.005309161,"Rappelons, ce WE, la #victoire, en championnat, de @les_jokers de Cergy sur la patinoire des @Hockey_Bisons (2-4). Du côté des Bleues, la a battu la Norvège (3-1) (et la 100è sélection de #Lea #Parment) lors du #Tournoi4Nations en 🇫🇷 (1-1, 1-0, 1-0) dans son 3è match... pic.twitter.com/wIZ1rHwKCL🇫🇷🇨🇿,Drapeau de la France,Drapeau de la République Tchèque",NO
NonSexiste,0.081625134,BigBang est un boysband de garçons. Nan sérieux ? Je croyais que c'était un boysband de fille #ironie,NO
NonSexiste,0.3308965,Par contre le noichi qui vient de roter en plein milieu du resto c'était pas obligatoire zarma! #BalanceTonPorc,NO
NonSexiste,0.0414203,"L'analyse de François Clémenceau La visite d'Angela Merkel à Washington La position de @EmmanuelMacron est bien celle de l'Union Européenne Le nouveau concept du nucléaire iranien a été négocié, validé au préalable. Le président ne s'est pas couché devant D. Trump https://twitter.com/Frclemenceau/status/989774858161655808",NO
NonSexiste,0.09568449,Tahar Ben Jelloun sur #BalanceTonPorc : Le silence des hommes n'est pas un aveu mais un constat http://ebx.sh/2mV5NIx pic.twitter.com/6oGNtW1koe,NO
NonSexiste,0.25462922,"Normal @NBelloubet @laurentwauquiez @lesRepublicains @GilbertCollard @dupontaignan @valerieboyer13 @nadine__morano @MLP_officiel @nicolasbayfn @LydiaGuirous @sebchenu @G_Peltier @emenard34 ? 🤔 Je peux aller dans une mosquée et faire pareil ? Réciprocité.. http://www.leparisien.fr/faits-divers/verdun-relaxes-apres-avoir-exhorte-des-religieuses-a-se-convertir-a-l-islam-28-03-2018-7633896.php🤔,Visage songeur",NO
NonSexiste,0.1373533,Je suis ici pour vous donner la permission d'être en colère Les femmes qui ont brisé l'omerta sur les violences sexuelles nommées personnes de l’année par le @TIME . Un mouvement est lancé et je crois qu'il ne s’arrêtera plus. #balancetonporc pic.twitter.com/PZQUj8v0e9,NO
NonSexiste,0.06263174,Ai croisé une femme d'une cinquante d'années dans le métro. Elle était d'un indicible charme avec ses cheveux poivre et sel. Quelques sourires partagés. J'ai osé un bonne journée au sortir du métro. Sourires. Tt n'est pas perdu dans ce climat hystérique #sexisme #harcellement,NO
NonSexiste,0.0030786851,"RDV dès 14h15 @beinsports_FR 2 pour la finale des #Bleues ! #FRANOR #Handball Avant match, revivez l'aventure jusqu'aux portes du paradis #BleuetFier @ElenRius @kevinlapin971 @Matthias_Duchez @MaryPatrux @ValNicolas16 @ameliegoudjo @ffhandball pic.twitter.com/eJhYV8fyRr",NO
NonSexiste,0.008419261,"On sparle trop bien au tel avc Mylene #ironie mddr je l'aime trop cette fille &lt,3",NO
Sexiste-reportage,0.33504707,les adolescentes de #Montpellier vivent le sexisme tous les jours. Pas @saurel2014 .,NO
NonSexiste,0.3047732,"Donald Trump, le Harvey Weinstein de la Maison Blanche, apporte son soutien à Roy Moore, accusé de multiples agressions sexuelles et de pédophilie #balancetonporc https://twitter.com/realDonaldTrump/status/937641904338063361",NO
NonSexiste,0.11347008,J'aime une vidéo @YouTube : Chilla - #Balancetonporc à l'adresse http://youtu.be/QYAYnGu_iaw?a. https://fb.me/2ybMdKGWP,NO
NonSexiste,0.42349213,"Et cela vaut tout particulièrement pour leur leader politique, la raciste manifestement aguerrie et terriblement anti-Noire Theresa May.",YES
NonSexiste,0.033806015,Et il faut m'expliquer comment bombarder un entrepôt chimique sans risque d'explosion chimique...,NO
Sexiste-reportage,0.32397532,Pourquoi n'a t'on pas retiré Hollande avant ? #sexiste #auchan,NO
Sexiste-reportage,0.05651112,"Ne plus être gêné par le doute, c'est le travail que doit effectuer la cour et c'est ce qui sépare le jugement de #balancetonporc, écrit @robert_diard. Et c'est ce qui explique que seulement 2% des viols donnent lieu à une condamnation, j'ajoute. https://twitter.com/lemondefr/status/941566873728094208",NO
NonSexiste,0.30464804,Je propose une collecte de vêtement pour aider une enfant perturbée qui n’a visiblement pas les moyens de s’en procurer.... #BalanceTonPorc,NO
NonSexiste,0.023671126,"Un an après Trump, solidaires du mouvement #MoiAussi : les femmes de retour dans la rue http://rc.ca/QC2S7j",NO
NonSexiste,0.0021362305,Violeta Urtizberea: • beauty icon • fashion icon • feminist icon • icon icon,NO
NonSexiste,0.03309893,"Travail a domicile: Kylie Jenner enceinte, Caitlyn vient-t-elle de confirmer que sa fille a déjà accouché ? http://travail-internet-domicile.net/kylie-jenner-enceinte-caitlyn-vient-t-elle-de-confirmer-que-sa-fille-a-deja-accouche/",NO
Sexiste-reportage,0.043399423,C’est en regardant autrement que l’on pourra agir différemment @IrisBrey http://ow.ly/XIgV30hS8Ts #séries #films #pubs #femalegaze #séxisme #stéréotypes #patriarcat pic.twitter.com/dsTibVfGH5,NO
NonSexiste,0.063027434,#CestRingardMaisJadore me définir comme un homme de gauche.,NO
Sexiste,0.3281604,"Si une femme vous fonce dessus en hurlant alors que vous arpentez la gare de l'Est, c'est pas Annabelle, c'est Morano.",NO
Sexiste-reportage,0.4269174,"C'est bien comme couverture de foutre un #raciste, #homophobe #sexiste ? Vous vous souvenez faire barrage au FN c'était il y a 2 mois ! https://twitter.com/tinsheanne/status/885558240054050822",YES
NonSexiste,0.4269174,« Je me demande comment tu fais pour être aussi salope. - C’est une question d’habitude. Quand on a la chance de commencer très jeune ça devient comme une seconde respiration » La femme de mon pote pic.twitter.com/Gxr5DxlDMl,NO
Sexiste,0.10522962,AnneSo est très compétente : elle sait lire son prompteur aussi bien qu'un homme !,NO
Sexiste-reportage,0.20056234,#balancetonporc est la seule solution pour faire reconnaitre cette pratique !!! !Logement contre sexe: le deal qui profite de la précarité des étudiantes http://po.st/BKqdcD via @LExpress,NO
Sexiste-reportage,0.0969861,"D'accord ou pas avec Aurore Bergé, une femme a le droit de s'habiller comme elle le souhaite, sans avoir à subir ce genre de commentaires. (Et quelque chose me dit que les mêmes exigeraient qu'elle enlève son voile si elle en portait un...) 2018. #SLT pic.twitter.com/rnSU0n8Qh4",NO
Sexiste-reportage,0.03828422,Comment je ressens le #sexisme de la chose ci-dessous pic.twitter.com/bOVDsOt7m1,YES
Sexiste-reportage,0.33421695,L'équipe égale à elle même #navrant #sexiste #petitpetitpetit https://twitter.com/hugotravers/status/873899858054217729,NO
NonSexiste,0.09308127,"#Guyane Christiane Taubira sur un barrage: si les élus considèrent que je peux aider, je le ferai très volontiers http://la1ere.francetvinfo.fr/christiane-taubira-barrage-kourou-si-elus-considerent-que-je-peux-etre-aide-quelconque-je-ferai-tres-volontiers-456421.html pic.twitter.com/JeWt9iT5mw",NO
Sexiste-reportage,0.25084448,@Lidl : 50 ans de retard ! #sexisme #pub #stereotypes https://twitter.com/FabienneLaBaule/status/853494957096804352,YES
NonSexiste,0.01426248,Boris [Johnson] m'a demandé de vous le transmettre : Theresa May reçoit un formulaire de licenciement en plein discours #AFP pic.twitter.com/VUAgcN7kBA,NO
NonSexiste,0.044883765,"Après le dėferlement de #moiaussi, il est maintenant temps de se se demander #etmaintenant. https://etmaintenant.net/#declaration",NO
NonSexiste,0.024260364,3’ sur un corner Foot 50 trouve la barre!! Nos adversaires sont mieux rentrés dans le match que nos bleues et blanches!,NO
Sexiste-reportage,0.22445217,"J'avais 14 ans, le directeur du club hippique m'a enfermé dans son bureau ... et tant d'autres peurs avec des avances #balancetonporc",NO
NonSexiste,0.85333383,"Ya que les pd pour parler de cochons tah balance ton porc, tu parles du viol comme si ct un taf, concluson t un fils de flic et qui est pd la pire des sous races que tu es c déplorable https://twitter.com/Zoldxk/status/943196462854393856",YES
NonSexiste,0.009047564,"Édouard Ferrand vient de partir... Infatigable défenseur du monde paysan, c'était un grand patriote ambassadeur du bon goût francais et de nos traditions. Nous continuons le combat cher Ami. Pensées émues à sa femme et ses enfants pic.twitter.com/WCJGxpASTk🇫🇷,Drapeau de la France",NO
NonSexiste,0.0074453913,Table ronde sur la représentation des femmes et des hommes dans les médias @CNMJ_ - animée par @PascaleColisson @IPJdauphine et Willy Bracciano @RMCinfo. Des interventions contemporaines et précieuses ! Bravo ! #EnsembleContreLeSexisme pic.twitter.com/WSiT3rOHZz,NO
Sexiste,0.37751234,Tous les mêmes! #leshommessontdessalops #Facebook #drague #payetashnek pic.twitter.com/mbqGA7i4Hd,NO
Sexiste-reportage,0.25462922,#SoisCourageux #SoisCourageuse à la place de #BalanceTonPorc serait plus approprié.. Parce que les grands oubliés c'est l'entourage qui agis presque jamais et qui ferme les yeux sur des agissements indécents voir violent.. Et tout ça par peur.,NO
NonSexiste,0.01834645,Lutter contre le sexisme doit mobiliser tous les niveaux hiérarchiques dans les entreprises et ne jamais être considéré comme gagné #EnsembleContreLeSexisme #NoMoreCliches @BNPP_MixCity @financielles @CometEntreprise pic.twitter.com/LnpVEbnnyH,NO
NonSexiste,0.010429831,"Hier je suis intervenu dans la classe de term, et entre med collègues de travail, une amie, la famille tout le monde est enceinte",NO
NonSexiste,0.19409354,Le républicain soupçonné de harcèlement se retire et a demandé à son fils de Le remplacer #balancetonporc #1perday #1parjour https://twitter.com/msnbc/status/938188832872304640,NO
Sexiste-reportage,0.112333365,#quandjauraidesenfantsje serai enfin une femme accomplie #justkidding #ironie #Feminism,NO
NonSexiste,0.011937759,On reconnaît un droit du travail moderne à travers le statut de la femme enceinte. https://twitter.com/ben_schnecken/status/912048824591486978,NO
NonSexiste,0.32020867,"Non aux armes chimiques mais oui a l'arme nucléaire. Oui a la guerre... Pff, il faudra que l'on m'explique pourquoi il y a un code pour tuer ABSURDE!!!!😒,Visage blasé",NO
NonSexiste,0.11367676,#balancetonporc : #AndréCeuterick garde pour l'instant la confiance de ses administrateurs et de son président #EliodiRupo (vidéo)... https://www.telemb.be/les-reportages-mons-andre-ceuterick-garde-la-confiance-de-ses-administrateurs-_d_22323.html @Thierry_PELTIER @Argentine58 @figaro4u @JipeLeloup @SALERNOJulie @miniscarabee,NO
Sexiste-reportage,0.25462922,"Y a paaaaas d fumé sans feu, la twittosphere est en colère. #JeremstarGate #BalanceTonPorc #BALANCETONBABYBEL #boycottTPMP",NO
Sexiste-reportage,0.40891263,Et toi une hypocrite qui cautionne le refus d'#IMG entraînant la mort en couche et la criminalisation des fausses couches #avortement #promort #sexisme #ivg Et le fœtus n'est pas une personne légale avant sa naissance c'est on fait pas une considération.,NO
NonSexiste,0.033334624,Excellente performance de @BlandineMetayer dans une mini pièce sur le sexisme ordinaire. Journée des DSC Chimie @CFECGC @G_LECUELLE pic.twitter.com/iioZoVGvkY,NO
NonSexiste,0.02072494,"Vous aussi faites comme @FlorianThauvin et partagez le prochain match des Bleues au Vélodrome 👌 https://twitter.com/florianthauvin/status/948892739395051521,OK de la main,Ballon de football",NO
Sexiste-reportage,0.30136615,Attention les porcs balancés contre attaquent! #moiaussi #balancetonporc https://twitter.com/laurenbastide/status/950674158253260800,NO
NonSexiste,0.11419344,La créatrice du hashtag #Balancetonporc poursuivie en diffamation en France http://www.rtl.be/info/monde/international/la-creatrice-du-hashtag-balancetonporc-poursuivie-en-diffamation-en-france-988047.aspx,NO
Sexiste,0.1269396,Je suis pas le genre de fille que l'on tronche au bout de 2 jours. Attendez au moins le 3ème #ironie,NO
NonSexiste,0.0031258077,Tout mon soutien à Christine @Lagarde pour sa réélection à la tête du #FMI. Une femme de talent dont l’économie mondiale a besoin.,NO
Sexiste-reportage,0.3389984,"Sujet: Viens t'entraîner si tu es un homme ! @RunInLyon = #sexiste 😡 pic.twitter.com/Uk9SF5AdIu,Visage boudant,Visage boudant,Visage boudant",NO
NonSexiste,0.30539915,"Kelkun a ki une fille send les toffs nu malgré kil soi en couple garde ss tof&gt,&gt,&gt, #Ironie",NO
Sexiste-reportage,0.17111848,Le scénariste de @girlsHBO accusé de viol soutenu par #LenaDunham avant Qu elle ne se rétracte. Il avait parlé d un échange d argent avec la jeune fille de 17 ans avant de revenir lui aussi sur ses déclarations. #balancetonporc https://twitter.com/pattyarquette/status/939563685529423872,NO
Sexiste-reportage,0.2359567,"Surprise surprise, l'homme du troussage de domestique trouve que #balancetonporc fait des hommes et des femmes des races antagonistes http://www.huffingtonpost.fr/jeanfrancois-kahn/sur-l-emergence-d-une-gauche-neo-reactionnaire-et-neoraciste_a_23296523/",NO
NonSexiste,0.010492661,Nous sommes des féministes modernes et le combat pour l égalité et les droits des femmes est global et nécessite un collectif comme le votre représentant tous les secteurs de la société civile @laurossignol #ensemblecontrelesexisme pic.twitter.com/EOgFx5ll1T,NO
NonSexiste,0.003597035,"Fier de vous présenter la couverture de notre 6ème livre, un projet un peu #militant qui nous tient à cœur parce qu'il honore les combats des #Femmes contre le #sexisme et pour le #sport RDV le 1er mars pour la sortie ! @editionsgrund @Ecrirelesport #femmesetsport #SportpourElles https://twitter.com/les100histoires/status/948856734688440320",NO
NonSexiste,0.0074139764,"25 janvier : 1ère Journée contre le #sexisme, organisée par le collectif Ensemble contre le sexisme à l’école Telecom-ParisTech, avec une séquence dédiée à l’entreprise. #LikeDiversité #egalitefh https://www.latribune.fr/supplement/women-for-future/le-25-janvier-se-tiendra-la-premiere-journee-contre-le-sexisme-763400.html pic.twitter.com/y9CTQbcvmN",NO
NonSexiste,0.15324512,"#Balancetonporc assignée en diffamation, lire. http://madame.lefigaro.fr/societe/balance-ton-porc-sandra-muller-eric-brion-assignation-en-diffamation-180118-146508 via @MadameFigaro",NO
Sexiste-reportage,0.2854733,Donc elle se fait attaquer pour avoir dit des vérités qu'il a reconnu...Manque pas d'air le gars! #SandraMuller #BalanceTonPorc https://twitter.com/paul_denton/status/953927081431392256,NO
Sexiste-reportage,0.3389984,"Entre 1944 et 1945, les soldats américains, essentiellement noirs, violeront plus de 3.500 françaises et plus de 11.500 femmes et enfants allemands... #viol #harcelement #ganbang #sexisme https://www.youtube.com/watch?v=-YS1gzUePDs",NO
Sexiste-reportage,0.077668175,@LP_LaPresse L'important c'est que le #moiaussi a demontré globalement qu'il y a une Vraie disparité du traitement de genres dans nos sociétés et que le changement de mentalité est primordial,NO
NonSexiste,0.017592486,"Les bleues font un très, très, très bon match ! 🔥 #FRANOR @esprithandball,Feu,Feu,Feu,Drapeau de la France",NO
NonSexiste,0.09958932,#Harcèlement #Sexiste #Transports Atteintes sexuelles dans les transports : Pourquoi les frotteurs ne savent-ils pas qu'ils risquent cinq ans de prison ? https://www.francetvinfo.fr/societe/harcelement-sexuel/atteintes-sexuelles-dans-les-transports-pourquoi-les-frotteurs-ne-savent-ils-pas-qu-ils-risquent-cinq-ans-de-prison_2522211.html,NO
Sexiste-reportage,0.025910228,"J'étais brillante à l'école, enceinte après ma maîtrise, avec mention, je gagne moins que mes collègues qui ont un CAP pour le même travail.",NO
NonSexiste,0.23667802,"Jusqu'à le taff m'appelle sur mon téléphone pour me donner l'adresse du bowling de ce soir. Laule. Je vais aller m'amuser avec des gens qui croient au racisme anti blanc, au sexisme anti et justifient les contrôles au faciès ? Jamais !",YES
Sexiste-reportage,0.08637348,"[Info Libération] Viols, agressions sexuelles, harcèlement à l’#UNEF : @libe a recueilli les témoignages de 16 militantes victimes de dirigeants de l’organisation étudiante - une enquête de @laurebretton et @ismaelhat http://www.liberation.fr/france/2018/02/19/abus-sexuels-les-temoignages-qui-accablent-l-unef_1630845",NO
NonSexiste,0.015519086,"Quel match extraordinaire de nos bleues 🇫🇷 @FRAHandball #ChampionnesduMonde,Drapeau de la France,Biceps en flexion (teint clair moyen)",NO
Sexiste-reportage,0.09872158,#ConfBadBuzz : le secteur des loisirs détrône celui des médias en 2017 . Sans surprise le #sexisme continue de faire le #badbuzz pic.twitter.com/wZnY1mms3q,NO
Sexiste,0.6989911,"Jessica est de plus en plus conne, j'aime pas le vert, j'aime pas la nature, préfère les HLM de Marseille, honte de rien cette fille.elle se trouve dans un lieu idyllique et elle râle #LMA",NO
Sexiste,0.3234372,Pas sûr Pas autant Je viens de me faire bloquer par un Islamogauchiste pour qui cette religion était merveilleuse... Et surtout prônait l'égalité homme /femme,NO
NonSexiste,0.3245134,ce qui arrive à la #GB #TheresaMay avec le #Brexit est 1 grande claque pour tous les #euro septiques d'#europe sans l'europe c'est la ruine pic.twitter.com/eB0PW1cNKx,NO
NonSexiste,0.037577134,"1000 militaires ensemble ici à Tapa, signe du multilatéralisme et de la solidarité qui unit les pays de l'OTAN. @theresa_may @ratasjuri pic.twitter.com/AJpaYIHBbW",NO
Sexiste-reportage,0.40614098,#telsonne pourquoi cette femme plutôt que ce ministre? #sexiste #machiste,YES
NonSexiste,0.11440011,"SOUTENEZ #DerrièreLeMasque en vous ABONNANT à ma Chaine @YouTube : https://www.youtube.com/user/paulvallespi, LIKEZ, PARTAGEZ et COMMENTEZ le Film !! #stopviolenceagainstwomen #ViolencesFaitesAuxFemmes #ViolenceAgainstWomen #balancetonporc @Nice_Matin @VilledeNice @LeCNC @canalplus pic.twitter.com/uwbDtPkZEu",NO
Sexiste-reportage,0.15269235,"A lire l'histoire, il ne s'agit pas d'un viol mais plutôt d'une femme qui regrette de s'être donné pour défendre ses intérêts. Mais il est vrai que le comportant de Darmanin s'il nest avéré est indigne car on ne joue pas d'une position dominante ainsi.",NO
NonSexiste,0.20839658,Exactement. Tu enlèves le côté beau gosse et multi-milliardaire et on passe de #50NuancesDeGrey à #BalanceTonPorc. Les incohérences de la pensée...,NO
NonSexiste,0.045131154,Le discours de Theresa May est un vrai succès. Même Manfred Weber fait des blagues maintenant. https://twitter.com/ManfredWeber/status/911239326746529792,NO
Sexiste-reportage,0.60311776,Bonjour @RueTraversette votre idée de genrer des purées de légumes est tellement CONNNE que j'ai cru que c'était un fake. #ridicule #sexiste https://twitter.com/dcpingouin/status/872006025716617216,NO
NonSexiste,0.038519915,...et estime que le tir ayant fait 4 morts hier (dont une femme enceinte) venait de l'Ouest (des positions ukr.) https://twitter.com/itele/status/725640475122798592,NO
Sexiste-reportage,0.39669925,"Rohff il vient d'inventer le viol musical, il force des personnes à faire de la mauvaise musique avec lui. Nej va être traumatisée toute sa vie, comment elle va se reconstruire après une telle humiliation ? Quelle honte @rohff #BalanceTonPorc",NO
NonSexiste,0.46716887,"jsuis conne, conne et conne",NO
Sexiste-reportage,0.14082454,"Journée de la femme: conception ridicule, ça devrait être chaque jour #ironie #journeedelafemme #opportunisme",NO
NonSexiste,0.3140926,"Ah oui quand même, vous en êtes là, à force d'aveuglement militant un viol est, à vos yeux, un comportement non adapté Mazette ! #UNEF #MJS #BalanceTonCastor #BalanceTonPorc",NO
Sexiste-reportage,0.00512067,Les femmes impliquées dans le numérique sont de plus en plus nombreuses à Nantes. Merci @FDOuest de faire vivre l’égalité Femme-Homme au quotidien ! On accélère en 2018 ! #WeAreFdouest pic.twitter.com/3vah2uoU8W,NO
NonSexiste,0.09394901,Comment élever son fils pour qu'il ne devienne pas #sexiste http://tempsreel.nouvelobs.com/rue89/nos-vies-intimes/20170717.OBS2215/comment-elever-son-fils-pour-qu-il-ne-devienne-pas-sexiste.html pic.twitter.com/klzfXCvNHn,NO
Sexiste-reportage,0.3302291,j'explose de rire à chaque fois face à tant de #stupidité http://tmblr.co/ZQwDau1uUcRp1 #payetashnek #sexisme #pauvrecon #respect,NO
NonSexiste,0.06381883,Posez la question. #MaLigneEditoriale #Moiaussi http://www.lemonde.fr/m-perso/article/2017/12/17/clitoridiennes-de-tous-les-pays-unissez-vous_5230926_4497916.html,NO
Sexiste-reportage,0.5716857,Et !? Vous les préférez a poile ! Et après vous tweetez #balancetonporc ! Bande de schizophrènes,YES
